OBJECTID,LLID,LAKE_LLID,AGENCY,AGENCY_ID,STATION,DEC_LAT,DEC_LONG,DESCRIPTION,QAQC1,QAQC2,Comments,RIVER_MILE,HUC_6,HU_6_Name,HUC_8,HU_8_Name,GIS_STREAMNAME,LAKE_NAME,GIS_Source,GIS_Source_LAKE,Estuary_2010,Sal_ppth,Est_Sal,Est_Final,Est_Comments,MATRIX
419,1231261454600,,United State Geological Survey,USGS,452959123145801,45.499669,-123.249397,SCOGGINS CREEK ABOVE HAGG LAKE,Needs Secondary Review,Correct,,8.425379,170900,Willamette,17090010,Tualatin,Scoggins Creek,,StreamNet 100K,,,,,Freshwater,,FW
420,1229133455196,,United State Geological Survey,USGS,453004122510301,45.500951,-122.852045,"BEAVERTON CREEK AT 170TH AVE, BEAVERTON, OR",Needs Secondary Review,Correct,,4.7731,170900,Willamette,17090010,Tualatin,Beaverton Creek,,StreamNet 100K,,,,,Freshwater,,FW
421,1228477455001,,United State Geological Survey,USGS,453020122501501,45.505642,-122.837444,CEDAR MILL CREEK BELOW JENKINS RD,Needs Secondary Review,Correct,,0.767782,170900,Willamette,17090010,Tualatin,Cedar Mill Creek,,StreamNet 100K,,,,,Freshwater,,FW
422,1231025454915,,United State Geological Survey,USGS,453026123063401,45.507147,-123.109367,GALES CREEK AT NEW HWY 47,Needs Secondary Review,Correct,,1.688337,170900,Willamette,17090010,Tualatin,Gales Creek,,StreamNet 100K,,,,,Freshwater,,FW
423,1229444454907,,United State Geological Survey,USGS,453030122560101,45.508194,-122.9335,"ROCK CREEK AT BROOKWOOD AVENUE, HILLSBORO, OR",Needs Secondary Review,Correct,,2.323106,170900,Willamette,17090010,Tualatin,Rock Creek,,StreamNet 100K,,,,,Freshwater,,FW
424,1228211455102,,United State Geological Survey,USGS,453108122475200,45.518728,-122.798988,"BARNES ROAD MITIGATION POND, OR",Needs Secondary Review,Potential Digitization,No pond delineated in DEQ Lakes or NHDH,1.373455,170900,Willamette,17090010,Tualatin,Johnson Creek,,StreamNet 100K,,,,,,,
425,1228861455195,,United State Geological Survey,USGS,453115122530801,45.520753,-122.885581,BRONSON CR AT 205TH NEAR BASELINE RD,Needs Secondary Review,Correct,,0.088754,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
426,1229133455196,,United State Geological Survey,USGS,453115122542701,45.520703,-122.90745,BEAVERTON CREEK AT GUSTAN COURT,Needs Secondary Review,Correct,,0.456299,170900,Willamette,17090010,Tualatin,Beaverton Creek,,StreamNet 100K,,,,,Freshwater,,FW
427,1230233455313,,United State Geological Survey,USGS,453146123012501,45.529417,-123.023589,COUNCIL CREEK AT KILLARNEY GOLF COURSE,Needs Secondary Review,Correct,,0.122784,170900,Willamette,17090010,Tualatin,Council Creek,,StreamNet 100K,,,,,Freshwater,,FW
428,1230119455224,,United State Geological Survey,USGS,453158123001701,45.532683,-123.004697,MCKAY CREEK AT PADGETT RD,Needs Secondary Review,Correct,,1.217544,170900,Willamette,17090010,Tualatin,McKay Creek,,StreamNet 100K,,,,,Freshwater,,FW
429,1230233455313,,United State Geological Survey,USGS,453209123061601,45.535814,-123.104453,COUNCIL CREEK AT BEAL RD,Needs Secondary Review,Correct,,5.005657,170900,Willamette,17090010,Tualatin,Council Creek,,StreamNet 100K,,,,,Freshwater,,FW
430,1228861455195,,United State Geological Survey,USGS,453214122512501,45.537111,-122.856861,BRONSON CR AT BRONSON PARK BELOW SUNSET HWY,Needs Secondary Review,Correct,,2.139682,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
431,1231025454915,,United State Geological Survey,USGS,453229123101101,45.541311,-123.169589,GALES CREEK AT STRINGTOWN,Needs Secondary Review,Correct,,7.349644,170900,Willamette,17090010,Tualatin,Gales Creek,,StreamNet 100K,,,,,Freshwater,,FW
432,1229329455162,,United State Geological Survey,USGS,453232122553401,45.542086,-122.925997,DAWSON CREEK AT SHUTE RD ABOVE SITE,Needs Secondary Review,Correct,,2.27421,170900,Willamette,17090010,Tualatin,Dawson Creek,,StreamNet 100K,,,,,Freshwater,,FW
433,1228861455195,,United State Geological Survey,USGS,453249122494701,45.547022,-122.829692,BRONSON CREEK AT 143RD,Needs Secondary Review,Correct,,3.759415,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
434,1228861455195,,United State Geological Survey,USGS,453321122483401,45.55585,-122.809436,BANNISTER CREEK AT LAIDLAW,Needs Secondary Review,Correct,,5.031792,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
435,1228861455195,,United State Geological Survey,USGS,453339122481301,45.560892,-122.803725,BANNISTER CREEK AT 124TH,Needs Secondary Review,Correct,,5.519002,170900,Willamette,17090010,Tualatin,Bronson Creek,,StreamNet 100K,,,,,Freshwater,,FW
436,1188411456684,1187844455875,United State Geological Survey,USGS,453438118462801,45.577472,-118.774639,"MCKAY CR RESERVOIR (MCKAY CR NWR) NR PENDLETON, OR",Needs Secondary Review,Correct,Added Lake LLID,8.211945,170701,Middle Columbia,17070103,Umatilla,McKay Creek,McKay Creek National Wildlife Refuge,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
437,1232127455836,,United State Geological Survey,USGS,453506123125700,45.584834,-123.217056,"ILER CREEK NEAR FOREST GROVE, OR",Needs Secondary Review,Correct,,0.237138,170900,Willamette,17090010,Tualatin,Iler Creek,,StreamNet 100K,,,,,Freshwater,,FW
438,1230119455224,,United State Geological Survey,USGS,453510122593301,45.586078,-122.992419,MCKAY CREEK AT SUNSET HWY,Needs Secondary Review,Likely Correct,"Looks to be located on tributary, however USGS records drainage area to be 42.8 sqmi so it's likely correct.",7.371299,170900,Willamette,17090010,Tualatin,McKay Creek,,StreamNet 100K,,,,,Freshwater,,FW
439,1230728455698,,United State Geological Survey,USGS,453535123035001,45.593,-123.063947,EAST FORK DAIRY CREEK AT HARRINGTON RD,Needs Secondary Review,Correct,,3.008305,170900,Willamette,17090010,Tualatin,East Fork Dairy Creek,,StreamNet 100K,,,,,Freshwater,,FW
440,1228744457689,,United State Geological Survey,USGS,454543122524900,45.761781,-122.881493,"SOUTH SCAPPOSE CREEK AT SCAPPOSE, OR",Needs Secondary Review,Correct,,0.711614,170900,Willamette,17090012,Lower Willamette,South Scappoose Creek,,StreamNet 100K,,,,,Freshwater,,FW
441,1228186458358,,United State Geological Survey,USGS,455032122492300,45.842059,-122.82427,"MCNULTY CREEK AT ST. HELENS, OR",Needs Secondary Review,Correct,,0.702748,170900,Willamette,17090012,Lower Willamette,McNulty Creek,,StreamNet 100K,,,,,Freshwater,,FW
442,1240483462464,,United State Geological Survey,USGS,461206123564000,46.201667,-123.944444,"COLUMBIA RIVER NEAR POINT ADAMS, OR",Needs Secondary Review,Correct,,6.390451,170800,Lower Columbia,17080006,Lower Columbia,Columbia River,,StreamNet 100K,,Estuary,,Needs Further Review,Estuary,,ES
443,1234257421117,,National Park Service Water Resources Division,11NPSWRD,ORCA_L1_LCC,42.104794,-123.389724,Lake Creek at Culvert,Needs Secondary Review,Correct,,2.010473,171003,Southern Oregon Coastal,17100311,Illinois,Lake Creek,,StreamNet 100K,,,,,Freshwater,,FW
444,1234675421283,,National Park Service Water Resources Division,11NPSWRD,ORCA_L1_LCCB,42.098097,-123.41185,Lower Cave Creek at Bridge,Needs Secondary Review,Potential Digitization,"Stream delineated in NHDH, but not DEQ streams",3.785644,171003,Southern Oregon Coastal,17100311,Illinois,Cave Creek,,StreamNet 100K,,,,,,,
445,1234675421283,,National Park Service Water Resources Division,11NPSWRD,ORCA_L1_LCCC,42.098703,-123.408425,Lower Cave Creek at Culvert,Needs Secondary Review,Potential Digitization,"Stream delineated in NHDH, but not DEQ streams",3.736521,171003,Southern Oregon Coastal,17100311,Illinois,Cave Creek,,StreamNet 100K,,,,,,,
446,1234675421283,,National Park Service Water Resources Division,11NPSWRD,ORCA_L1_LCCE,42.098104,-123.40746,Lower Cave Creek at Entrance,Needs Secondary Review,Potential Digitization,"Stream delineated in NHDH, but not DEQ streams",3.776106,171003,Southern Oregon Coastal,17100311,Illinois,Cave Creek,,StreamNet 100K,,,,,,,
447,1234675421283,,National Park Service Water Resources Division,11NPSWRD,ORCA_L1_UCC,42.096132,-123.404763,Upper Cave Creek,Needs Secondary Review,Potential Digitization,"Stream delineated in NHDH, but not DEQ streams",3.813227,171003,Southern Oregon Coastal,17100311,Illinois,Cave Creek,,StreamNet 100K,,,,,,,
448,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W001,45.632092,-122.784684,W001,Needs Secondary Review,Correct,,2.197473,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
449,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W002,45.631852,-122.793231,W002,Needs Secondary Review,Correct,,2.362165,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
450,1227863458618,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W003,45.617741,-122.796552,W003,Needs Secondary Review,Likely Correct,"This station snapped to Multnomah Channel, but perhaps should belong to the Willamette",21.525947,170900,Willamette,17090012,Lower Willamette,Multnomah Channel,,StreamNet 100K,,,,,Freshwater,,FW
451,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W004,45.611599,-122.776216,W004,Needs Secondary Review,Correct,,3.990678,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
452,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W005,45.606971,-122.78408,W005,Needs Secondary Review,Correct,,4.146367,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
453,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W006,45.605531,-122.787189,W006,Needs Secondary Review,Correct,,4.183002,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
454,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W007,45.604289,-122.773302,W007,Needs Secondary Review,Correct,,4.561394,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
455,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W008,45.600937,-122.772656,W008,Needs Secondary Review,Correct,,4.779536,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
456,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W009,45.585641,-122.768459,W009,Needs Secondary Review,Correct,,5.789456,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
457,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W010,45.587261,-122.764447,W010,Needs Secondary Review,Correct,,5.82864,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
458,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W011,45.581681,-122.756719,W011,Needs Secondary Review,Correct,,6.394644,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
459,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W012,45.579902,-122.758117,W012,Needs Secondary Review,Correct,,6.395612,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
460,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W013,45.580585,-122.746006,W013-1,Needs Secondary Review,Correct,,6.847076,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
461,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W013-2,45.580589,-122.745993,W013-2,Needs Secondary Review,Correct,,6.847405,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
462,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W014,45.580534,-122.744932,W014,Needs Secondary Review,Correct,,6.890023,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
463,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W015,45.575516,-122.748402,W015,Needs Secondary Review,Correct,,6.973197,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
464,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W016,45.571842,-122.742887,W016-1,Needs Secondary Review,Correct,,7.339839,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
465,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W016-2,45.571842,-122.742887,W016-2,Needs Secondary Review,Correct,,7.339839,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
466,1227373455711,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W017,45.567802,-122.740464,W017,Needs Secondary Review,Correct,,0.265148,170900,Willamette,17090012,Lower Willamette,Saltzman Creek,,StreamNet 100K,,,,,Freshwater,,FW
467,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W018,45.56756,-122.719374,W018,Needs Secondary Review,Correct,,8.431845,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
468,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W019,45.5577,-122.724683,W019,Needs Secondary Review,Correct,,8.639653,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
469,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W020,45.562955,-122.707175,W020,Needs Secondary Review,Correct,,9.094275,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
470,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W021,45.56566,-122.712096,W021,Needs Secondary Review,Correct,,8.791602,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
471,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W022,45.549309,-122.705113,W022,Needs Secondary Review,Correct,,9.714727,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
472,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W023,45.538721,-122.684247,W023,Needs Secondary Review,Correct,,11.026047,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
473,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W023E,45.539523,-122.682939,W023E,Needs Secondary Review,Correct,,11.036712,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
474,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W023M,45.538759,-122.684264,W023M,Needs Secondary Review,Correct,,11.023691,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
475,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W023W,45.537881,-122.685464,W023W,Needs Secondary Review,Correct,,11.020506,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
476,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W024,45.47215,-122.66724,W024,Needs Secondary Review,Correct,,16.08578,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
477,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025,45.633848,-122.788347,W025,Needs Secondary Review,Correct,,2.148515,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
478,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025E,45.632751,-122.785741,W025E,Needs Secondary Review,Correct,,2.173604,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
479,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025M,45.633848,-122.788347,W025M,Needs Secondary Review,Correct,,2.148515,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
480,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025W,45.634879,-122.79063,W025W,Needs Secondary Review,Correct,,2.122119,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
481,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W026,45.630807,-122.786344,W026,Needs Secondary Review,Correct,,2.309106,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
482,1227863458618,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W027,45.619146,-122.799163,W027,Needs Secondary Review,Correct,,21.390998,170900,Willamette,17090012,Lower Willamette,Multnomah Channel,,StreamNet 100K,,,,,Freshwater,,FW
483,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W028,45.612148,-122.784641,W028,Needs Secondary Review,Correct,,3.804655,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
484,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W029,45.599935,-122.782629,W029,Needs Secondary Review,Correct,,4.610375,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
485,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W030,45.589143,-122.767266,W030,Needs Secondary Review,Correct,,5.641477,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
486,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W031,45.581275,-122.760962,W031,Needs Secondary Review,Correct,,6.22917,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
487,1227618456580,,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W032,45.579837,-122.746257,W032,Needs Secondary Review,Correct,,6.869593,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
