OBJECTID,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,LAKE_LLID,LAKE_NAME,EPA_BEACH_ID,BEACH_NAME,AGENCY,AGENCY_ID,MATRIX,STATION,STREAM_NAME,LAKE_SOURCE,STREAM_SOURCE
1539,"Cow Cr at RM 2.18, 400 yds upstream of City of Riddle PWS Intake",42.9485,-123.3611,2.21,1233379429474,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34870,Cow Creek,,100K
1540,Myrtle Creek South Fork at Neal Lane Bridge below golf course (South Umpqua),43.017,-123.2744,0.72,1232847430231,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33247,South Myrtle Creek,,100K
1541,Coos Bay at Pierce Point Channel,43.403889,-124.208889,10.8,1243397433543,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13542,Coos Bay,,
1542,Jeffries Cr behind Newport Swimming Pool,44.645,-124.0437,0.8,1240463446548,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34767,Jeffries Creek,,
1543,Little Butte Creek at Agate Road (White City),42.455444,-122.855028,1.5,1228754424514,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10602,Little Butte Creek,,
1544,"Harris Beach, South Creek mouth",42.06066,-124.30263,349.4,1240637462558,,,OR270205,Harris Beach State Park,Oregon Department of Environmental Quality,ODEQ,SW,31541,Pacific Ocean,,100K
1545,Multnomah Channel at Sauvie Island Ramp,45.6954,-122.8671,14.65,1227863458618,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33748,Multnomah Channel,,100K
1546,"Bull Run River, 12.4 miles on Road 10 to "Trail Station Head 18" sign (Sandy, Columbia)",45.494212,-122.016976,14.42,1222471454463,1220525454879,Bull Run Reservoir Number One,,,Oregon Department of Environmental Quality,ODEQ,FW,23907,Bull Run River,StreamNet,100K
1547,Big Creek,44.77885,-118.68596,10.6,1188742447658,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26895,Big Creek,,
1548,Bear Creek at Fern Valley Road (Near Phoenix),42.280278,-122.818333,15.2,1229691424326,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10433,Bear Creek,,
1549,"Florence, 100 meters north of north jetty",44.021,-124.14021,185.59,1240637462558,,,OR268676,Florence North Jetty Beach,Oregon Department of Environmental Quality,ODEQ,SW,31827,Pacific Ocean,,
1550,Coquille River at River Mile 33.0,43.096472,-124.185889,32.3,1244273431235,,,,,Oregon Department of Environmental Quality,ODEQ,ES,11692,Coquille River,,
1551,Scholfield Slough at mouth,43.705833,-124.108056,0.4,1241075437117,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13707,Scholfield Creek,,
1552,Wilson River at Hwy 101,45.478028,-123.843111,3.5,1238972454917,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13421,Wilson River,,
1553,"Columbia River at River Mile 8, 0.3 nautical miles northwest of Green Marker #25",46.21614,-123.952675,5.3,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,32184,Columbia River,,100K
1554,Indian Creek at RM 1.05 at Staff Gage near Columbia Gorge Community College (Hood),45.694,-121.528,1.05,1215104457009,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35147,Indian Creek,,100K
1555,Youngs River at Youngs River Loop Road,46.069556,-123.785583,9.6,1238373461686,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12187,Youngs River,,
1556,"South Gibson Creek, upstream of Winslow Creek",44.972083,-123.092583,0.1,1230942449728,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22320,Winslow Gulch,,
1557,"Lost River at Dehlinger Lane (Stukel, OR)",42.11183,-121.69162,22.12,1212146420011,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30478,Lost River,,
1558,Johnny Creek,44.62332,-119.63725,0.1,1196393446233,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26943,Johnny Creek,,
1559,East Fork Eagle Creek,45.15893,-117.31785,14.1,1173711449826,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26966,East Fork Eagle Creek,,
1560,Little Wildhorse Creek,42.60184,-118.59402,0.15,1185933425999,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31489,Little Wildhorse Creek,,
1561,Siletz Bay Beach (Taft) at turnaround,44.9222,-124.02126,0.4,1240207449091,,,OR400253,Siletz Bay Beach,Oregon Department of Environmental Quality,ODEQ,ES,29342,Siletz River,,
1562,South Fork Little Butte Creek at River Mile 9.8,42.355833,-122.507319,8.6,1226154424195,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24410,South Fork Little Butte Creek,,
1563,Bandon Landfill Ss-2 downstream of landfill,43.208889,-124.350833,3.9,1243492431680,,,,,Oregon Department of Environmental Quality,ODEQ,FW,14248,Sevenmile Creek,,
1564,"Fox Hill Landfill SW-1 (upgradient of landfill, in Haywire Creek)",45.349,-118.1214,0.2,1181221453463,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23199,Haywire Canyon,,100K
1565,Luckiamute River upstream of Pedee Creek at Ritner Wayside,44.72843,-123.44135,32.65,1231480447559,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26734,Luckiamute River,,
1566,Crooked River inflow,44.49637,-121.29604,6.54,1212676445778,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33218,Crooked River,,100K
1567,Netarts Bay at Bayshore Marina culvert,45.423611,-123.938889,0.9,1239524454337,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13312,Netarts Bay,,
1568,North Fork Little Butte Creek below Fish Lake,42.3775,-122.34863,15.6,1226154424196,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25598,North Fork Little Butte Creek,,
1569,Sutherlin Creek at mouth (Winchester Road),43.302639,-123.374417,0.2,1233769433002,,,,,Oregon Department of Environmental Quality,ODEQ,FW,13112,Sutherlin Creek,,
1570,Crooked River 300 meters downstream of Prineville Dam,44.109722,-120.793333,69.6,1212676445778,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11778,Crooked River,,
1571,Floras Lake at boat ramp,42.90304,-124.50116,0.97,1244974429131,1245047428942,Floras Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,25766,Boulder Creek,StreamNet,100K
1572,Rogue River at city of Rogue River (upstream of Evans Creek),42.431549,-123.169669,110.8,"1244292424210 ",,,,,Oregon Department of Environmental Quality,ODEQ,FW,30721,Ward Creek,,
1573,Lewis and Clark State Park,45.540962,-122.379713,2.9,1224071455697,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29467,Sandy River,,
1574,West Fork Hood River at mouth,45.604361,-121.632861,0,1216335456049,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10681,West Fork Hood River,,
1575,"Brush Creek at Cascade Hwy upstream of Oregon Garden outfall (Silver Creek, Pudding)",44.9911,-122.8004,1.95,1228300450040,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33234,Brush Creek,,100K
1576,Fivemile Creek,45.08543,-119.0453,3.5,1189855450726,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30412,Fivemile Creek,,
1577,"Willow Creek, upstream of confluence of Basin Creek, south of Huntington",44.3459,-117.6033,34.8,1172554440234,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30435,Willow Creek,,
1578,"Powder River at River Mile 33.6 (Snake), next to Hwy 86 at Sparta Road",44.830347,-117.430892,32.2,1170508447455,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26593,Powder River,,
1579,Molalla River at Hwy 211 Bridge (Molalla),45.162694,-122.537028,1.2,1225484451740,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10638,Molalla Braid 1,,
1580,Columbia River at Warrendale (mid-channel where it is 60 feet deep),45.613283,-122.02803,137.1,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23794,Columbia River,,
1581,Deschutes River arm at bridge,44.52555,-121.2993,116.27,1209151456389,1212832445469,Lake Billy Chinook,,,Oregon Department of Environmental Quality,ODEQ,FW,33211,Deschutes River,StreamNet,100K
1582,"West Fork Salt Creek 0.8 miles above Hwy 22, below unnamed tributary LLID 1233718449989 (South Yamhill)",44.99861,-123.37111,2.1,1233348450021,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30678,West Fork Salt Creek,,
1583,"OR2000-0012, Columbia River 12",45.91205,-122.81021,79.7,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23994,Columbia River,,
1584,Indian Creek above Indian Creek Road Culvert (Hood),45.689785,-121.541824,1.87,1215104457009,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35567,Indian Creek,,100K
1585,Tillamook Bay at North Bay,45.522778,-123.91725,2.9,1239378455599,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13523,Tillamook Bay,,
1586,Black Canyon Creek at mouth,42.962537,-122.701665,0.1,1227031429632,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29224,Black Canyon Creek,,
1587,Hood River WF,45.49998,-121.75923,10.8,1216335456049,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30337,West Fork Hood River,,
1588,Pistol River upstream of Ismert Creek,42.2688,-124.3762,1.68,1243982422746,,,,,Oregon Department of Environmental Quality,ODEQ,ES,32023,Pistol River,,100K
1589,Sieben Creek at Hwy 212 (Clackamas),45.41023,-122.52208,1.82,1225222454131,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32066,Sieben Drainage Ditch,,100K
1590,Agate Beach at Yaquina Head,44.67287,-124.06458,133.46,1240637462558,,,OR178544,Agate Beach,Oregon Department of Environmental Quality,ODEQ,SW,31823,Pacific Ocean,,
1591,Yamhill River at Marker #18 Lafayette,45.240194,-123.108389,8.2,1229962452299,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10924,Yamhill River,,
1592,"Alsea Bay, 0.3 nautical miles east of Devils Bend",44.441253,-124.054221,1.75,1240782444222,,,OR515788,Alsea River Recreation Area Beach,Oregon Department of Environmental Quality,ODEQ,ES,31580,Alsea River,,100K
1593,Columbia River below the Hood River Hook above Wells Island Transect North Bank (right bank),45.729139,-121.52875,164.7,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35908,Columbia River,,
1594,"French Creek, 1 mile on French Creek Road to turnout (Detroit Lake, North Santiam, Willamette)",44.748774,-122.154997,0.6,1221547447400,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23908,French Creek,,
1595,"McCullough Creek off Reuben Road (Cow, South Umpqua)",42.7477,-123.4563,0.03,1234552427470,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34136,McCullough Creek,,100K
1596,Luckiamute River at Ira Hooker Road,44.7465,-123.41584,30.7,1231480447559,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25480,Luckiamute River,,
1597,Champoeg Creek near mouth at Champoeg State Park (Willamette),45.2506,-122.8808,0.5,1228818452551,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33638,Champoeg Creek,,100K
1598,Powder River at Hwy 86 (east of Baker City),44.818333,-117.4675,35.4,1170508447455,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10724,Powder River,,
1599,Mill Creek at Hwy 18 (Willamina),45.079389,-123.438611,1,1234447450906,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10967,Mill Creek,,
1600,Larson Creek at mouth,43.462222,-124.1925,0.3,1241983434618,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13589,Larson Slough,,
1601,Barview County Park Beach,45.5714,-123.95716,55.12,1240637462558,,,OR775236,Barview County Park Beach,Oregon Department of Environmental Quality,ODEQ,SW,30569,Pacific Ocean,,
1602,Cunningham Creek at County Park,43.179444,-124.201,0.1,1242026431787,,,,,Oregon Department of Environmental Quality,ODEQ,ES,11574,Cunningham Creek,,
1603,Stump Creek near mouth (Yachats),44.2805,-123.967,0.02,1239671442805,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34388,Keller Creek,,100K
1604,Rogue River at Table Rock Road (Medford) Tou Velle Boat Launch,42.441833,-122.890306,131.3,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10031,Rogue River,,
1605,"31935 S. Kropf Road, Canby, OR-Tile System",45.145,-122.6839,1.45,1227135451448,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34104,Cedar Creek,,100K
1606,Big Creek at Interpretive Center,43.33114,-124.36861,0.39,1243751433324,,,OR110179,Sunset Bay State Park Beach,Oregon Department of Environmental Quality,ODEQ,FW,31448,Big Creek,,100K
1607,Laying Creek at River Mile 0.4 (tributary to Row River and to Coast Fork Willamete River),43.7045,-122.7634,0.4,1227708437032,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29049,Laying Creek,,
1608,Days Creek above Woods Creek (South Umpqua),42.9807,-123.1495,1.32,1231699429713,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34127,Days Creek,,100K
1609,Horse Sign Creek downstream of Pine Flat Creek,42.457889,-124.049472,2.9,1240328424937,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12092,Horse Sign Creek,,
1610,Couse Creek at first bridge upstream of mouth,45.870856,-118.366881,2.9,1183707459103,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23499,Couse Creek,,
1611,Lage Orchard Plant receiving stream tributary upstream of main receiving stream,45.650139,-121.510583,0.27,1215137456488,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22958,Unnamed Stream,,24K
1612,Mary's River at Bellfountain Road (Philomath),44.524833,-123.333667,9.6,1232609445565,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11056,Marys River,,
1613,South Slough off Coos Bay,43.306038,-124.318953,4.3,1243210433542,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25637,South Slough,,
1614,Silver Creek 50 yards downstream of Amazon Mine entrance,44.814694,-118.229056,1.2,1182078448087,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22981,Silver Creek,,
1615,South Slough at Graveyard Hole,43.312917,-124.323444,3.1,1243210433542,,,,,Oregon Department of Environmental Quality,ODEQ,ES,20425,South Slough,,
1616,Noble Creek at tidegate,43.254215,-124.21482,0.2,1242150432567,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25998,Noble Creek,,
1617,"OR2000-0035, Columbia River 35",46.28297,-123.7928,14.3,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,24017,Columbia River,,
1618,Alsea Bay at Point west of Bay View,44.446944,-124.051389,1.8,1240782444222,,,OR515788,Alsea River Recreation Area Beach,Oregon Department of Environmental Quality,ODEQ,ES,13689,Alsea River,,
1619,"Harris Beach, 300 feet south of mid creek",42.06191,-124.30431,349.3,1240637462558,,,OR270205,Harris Beach State Park,Oregon Department of Environmental Quality,ODEQ,SW,31548,Pacific Ocean,,
1620,McGuire Creek downstream of Diamond-Odell discharge #2 & downstream of RR tracks,45.627972,-121.543889,0.38,1215436456319,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11969,Unnamed Stream,,24K
1621,Willamette River Eastern Channel 1/2 mile upstream of Ross Island Lagoon Entrance (Holgate channel-Holgate CSO),45.48413,-122.65408,15.18,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33609,Willamette River,,100K
1622,Sprague River at Klamath County public assecc at Drews Road,42.468472,-121.382111,59.3,1218738425716,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21561,Sprague River,,
1623,"Willamette River, 200 feet d/s of Kellogg outfall, left bank",45,-122,18.4,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34545,Willamette River,,100K
1624,"OR2000-0001, Columbia River 1",46.18642,-123.18061,51,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23983,Columbia River,,
1625,Ditch Creek,45.05039,-119.34993,10,1192943449516,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26934,Ditch Creek,,
1626,John Day River at Trout Farm USFS Campground,44.3054,-118.552,273.41,1206499457318,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31989,John Day River,,100K
1627,Cow Creek 0.5 miles downstream of Glendale,42.740806,-123.485806,36.6,1233379429474,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10449,Cow Creek,,
1628,Gold Beach at south jetty,42.41805,-124.429421,316.24,1240637462558,,,OR548324,Gold Beach,Oregon Department of Environmental Quality,ODEQ,SW,30469,Pacific Ocean,,
1629,Siletz Bay,44.925,-124.016667,0.199,1240207449091,,,OR400253,Siletz Bay Beach,Oregon Department of Environmental Quality,ODEQ,ES,20682,,,
1630,Neskowin Creek upstream of campground,45.058556,-123.8945,6.1,1239871451000,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22992,Neskowin Creek,,
1631,"Red Cedar Creek, Elk River tributary",42.71271,-124.31802,0.25,1243175427093,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32487,Red Cedar Creek,,
1632,Johnson CR at 267th Avenue,45.4639,-122.3881,18.06,1226465454422,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34408,Johnson Creek,,100K
1633,Beaver Creek - So. Fork Beaver Creek at Puett Roaqd,44.16368,-119.75569,1.52,1197769441732,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35095,South Fork Beaver Creek,,100K
1634,Clatskanie River at RR Bridge,46.112885,-123.210492,0.8,1232215461207,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25603,Clatskanie River,,
1635,North Fork Coquille River at Rock Prairie County Park,43.1865,-124.09378,22.1,1241417430804,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23980,North Fork Coquille River,,
1636,Butler Creek at Ashland Lane (tributary of Bear Creek),42.229444,-122.728417,0.9,1227401422210,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23095,Butler Creek,,
1637,"L. Patton Site, upstream 100 feet from dump site",45.3758,-121.925,1.68,1219397453543,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32138,Clear Creek,,100K
1638,Lewis and Clark River at Old Hwy 101 Bridge,46.151667,-123.859444,1.1,1238576461676,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13552,Lewis And Clark River,,
1639,Row River at Sharps Creek Road Bridge,43.695861,-122.836917,16.9,1230436438208,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10993,Row River,,
1640,Lewis and Clark River at Johnson Slough (River Mile 3.3),46.1166,-123.8704,3.9,1238576461676,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25600,Lewis And Clark River,,
1641,Columbia River Shoreline at Sauvie Island Beach off end of NW Reeder Road,45.808733,-122.79744,87.2,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35561,Columbia River,,
1642,South Fork Bochsler Creek at Hwy 214,45.095333,-122.783333,0.6,1227943450944,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11514,Bochsler Creek,,
1643,"Willamette River, 300 feet u/s of I-205 bridge, left bank",45.36159,-122.60757,25.61,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34542,Willamette River,,100K
1644,"Feagles Creek at River Mile 2.9 (Big Elk, Yaquina R)",44.5072,-123.6991,2.9,1236967445412,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34777,Feagles Creek,,
