"MonitoringLocationIdentifier","Site_no","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","Site_name","Agency","LLID_Stream_Lake","Str_LLID","Str_name","LAKE_LLID","LAKE_NAME","Latitude_clean","Longitude_clean"
"USGS-423236123432500","423236123432500","USGS-OR","USGS Oregon Water Science Center","EAST TRIB OF NORTH FORK SILVER (ENSilv)","Stream","ARMI grazing effects study-C.Anderson Nov. 2002",17100311,NA,"",NA,"","42.543167599999997","-123.7247969",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3200.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5431676","-123.7247969"
"USGS-423247123443100","423247123443100","USGS-OR","USGS Oregon Water Science Center","SECTION 10 TRIBUTARY (Sec.10)","Stream","ARMI Grazing effects study-C.Anderson Nov.2002",17100311,NA,"",NA,"","42.546222999999998","-123.74313100000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3750.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.546223","-123.743131"
"USGS-423324123445000","423324123445000","USGS-OR","USGS Oregon Water Science Center","SOURGRASS CREEK AT BLM 34-9-35.1 (Sourgrass)","Stream","Armi Grazing effects study-C.Anderson Nov.2002",17100311,NA,"",NA,"","42.556500700000001","-123.7484092",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3600.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5565007","-123.7484092"
"USGS-423454121562500","423454121562500","USGS-OR","USGS Oregon Water Science Center","WOOD RIVER NEAR MOUTH, BELOW CROOKED CREEK","Stream","KLAMATH PROJECT - HEHARRISON",18010203,NA,"",NA,"","42.5815245","-121.941406",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5815245","-121.941406"
"USGS-423455121581201","423455121581201","USGS-OR","USGS Oregon Water Science Center","SEVEN-MILE BRIDGE AT AGENCY LAKE, OR","Lake, Reservoir, Impoundment","KLAMATH WETLANDS PROJECT - jlmorace",18010203,NA,"",NA,"","42.581802000000003","-121.971129",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.581802","-121.971129"
"USGS-423500121565600","423500121565600","USGS-OR","USGS Oregon Water Science Center","AGENCY LAKE ALONG SHORE NEAR WOOD RIVER WETLAND,OR","Lake, Reservoir, Impoundment","K.D.CARPENTER QW WETLAND STUDY   MAY 2003",18010203,NA,"",NA,"","42.583205","-121.9500257",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.583205","-121.9500257"
"USGS-423539120524502","423539120524502","USGS-OR","USGS Oregon Water Science Center","34.005/16.00E-30BCB02","Stream","Near well at Sandhill Crossing Campground   2002",18010202,NA,"",NA,"","42.594600499999999","-120.88035410000001",24000,".5","seconds","Global positioning system (GPS), uncorrected","NAD83","6085.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5946005","-120.8803541"
"USGS-425336119253500","425336119253500","USGS-OR","USGS Oregon Water Science Center","GU2  (Balls Lake 2  GUANO Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug.2002",17120008,NA,"",NA,"","42.893212300000002","-119.4274429",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5250.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.8932123","-119.4274429"
"USGS-425406119255200","425406119255200","USGS-OR","USGS Oregon Water Science Center","GU1   (Balls Lake 1  GUANO Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug.2002",17120008,NA,"",NA,"","42.901545499999997","-119.4321654",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5250.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.9015455","-119.4321654"
"USGS-425947119341500","425947119341500","USGS-OR","USGS Oregon Water Science Center","Si14  (Little Ridge Lake SILVER Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug. 2002",17120004,NA,"",NA,"","42.996265999999999","-119.5718938",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5220.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.996266","-119.5718938"
"USGS-430214119341500","430214119341500","USGS-OR","USGS Oregon Water Science Center","Si8  (Antelope Canyon Reservoir - SILVER Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson  Aug.2002",17120004,NA,"",NA,"","43.037098999999998","-119.5718943",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5080.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.037099","-119.5718943"
"USGS-430319119335300","430319119335300","USGS-OR","USGS Oregon Water Science Center","Si7   (Antelope Reservoir (SILVER Ponds))","Lake, Reservoir, Impoundment","ARMI Water Collection sites-C.Anderson  Aug.2002",17120004,NA,"",NA,"","43.055154399999999","-119.5657831",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5000.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.0551544","-119.5657831"
"USGS-430356119341800","430356119341800","USGS-OR","USGS Oregon Water Science Center","Si15  (Wilson Creek Cell2 west&south SILVER Ponds)","Stream","ARMI Water collection sites-C.Anderson  Aug.2002",17120004,NA,"",NA,"","43.065432000000001","-119.5727279",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4020.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.065432","-119.5727279"
"USGS-430516119345200","430516119345200","USGS-OR","USGS Oregon Water Science Center","Si4  (Road Lake SILVER Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug.2002",17120004,NA,"",NA,"","43.087653899999999","-119.5821729",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4920.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.0876539","-119.5821729"
"USGS-430627119350100","430627119350100","USGS-OR","USGS Oregon Water Science Center","Si2  (Road Lake - SILVER Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug.2002",17120004,NA,"",NA,"","43.107376000000002","-119.5846732",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4960.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.107376","-119.5846732"
"USGS-431234117245800","431234117245800","USGS-OR","USGS Oregon Water Science Center","RED 3","Lake, Reservoir, Impoundment","C.ANDERSON  ARMI SITES CONT'D  JULY 2003",17050110,NA,"",NA,"","43.209322700000001","-117.41710500000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2093227","-117.417105"
"USGS-431249117235500","431249117235500","USGS-OR","USGS Oregon Water Science Center","RED 4","Lake, Reservoir, Impoundment","C.ANDERSON  ARMI SITES CONT'D  JULY 2003",17050110,NA,"",NA,"","43.213489199999998","-117.3996044",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2134892","-117.3996044"
"USGS-431300117260500","431300117260500","USGS-OR","USGS Oregon Water Science Center","RED 2","Lake, Reservoir, Impoundment","C.ANDERSON  ARMI SITES CONT'D  JULY 2003",17050110,NA,"",NA,"","43.216545000000004","-117.43571729999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.216545","-117.4357173"
"USGS-431343117225000","431343117225000","USGS-OR","USGS Oregon Water Science Center","RED 5","Lake, Reservoir, Impoundment","C.ANDERSON  ARMI SITES CONT'D  JULY 2003",17050110,NA,"",NA,"","43.228489199999999","-117.3815487",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2284892","-117.3815487"
"USGS-431344117252500","431344117252500","USGS-OR","USGS Oregon Water Science Center","RED 1","Lake, Reservoir, Impoundment","C.ANDERSON ARMI SITES CONT'D  JULY 2003",17050110,NA,"",NA,"","43.228767300000001","-117.4246062",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2287673","-117.4246062"
"USGS-431546122250600","431546122250600","USGS-OR","USGS Oregon Water Science Center","CLEARWATER CANAL NO.2 BYPASS REACH,   OR","Stream: Canal","N.UMPQUA SYNOPTIC PROJ STUDY C.ANDERSON 2005",NA,NA,"",NA,"","43.262622100000002","-122.4194864",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2626221","-122.4194864"
"USGS-431552122252100","431552122252100","USGS-OR","USGS Oregon Water Science Center","N UMPQUA R BL TOKETEE LAKE NR TOKETTE FALLS, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.264288700000002","-122.4236532",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2642887","-122.4236532"
"USGS-431553122243400","431553122243400","USGS-OR","USGS Oregon Water Science Center","CLEARWATER CANAL NO.2 PENSTOCK INFLOW     OR","Stream: Canal","N.UMPQUA SYNOPTIC PROJECT STUDY  C.ANDERSON 2005",NA,NA,"",NA,"","43.264566600000002","-122.4105972",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2645666","-122.4105972"
"USGS-431617122242200","431617122242200","USGS-OR","USGS Oregon Water Science Center","NORTH UMPQUA RIVER ABOVE TOKETEE LAKE, OR","Stream","N.UMPQUA SYNOPTIC PROJ STUDY C.ANDERSON 2005",NA,NA,"",NA,"","43.271233299999999","-122.4072639",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2712333","-122.4072639"
"USGS-431728122370800","431728122370800","USGS-OR","USGS Oregon Water Science Center","CALF CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.290953700000003","-122.6200484",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2909537","-122.6200484"
"USGS-431730122323800","431730122323800","USGS-OR","USGS Oregon Water Science Center","COPELAND CR NR MTH AB N UMPQUA R NR TOKETEE F, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.2915098","-122.5450462",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2915098","-122.5450462"
"USGS-431750122104500","431750122104500","USGS-OR","USGS Oregon Water Science Center","LAKE CREEK AB LEMOLO LAKE NR DIAMOND LAKE, OR","Stream","WILLAMETTE STATE STUDY - Requested by heharrison",17100301,NA,"",NA,"","43.297069200000003","-122.180312",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2970692","-122.180312"
"USGS-431750123060000","431750123060000","USGS-OR","USGS Oregon Water Science Center","LITTLE R NR MOUTH AB NORTH UMPQUA R NR GLIDE, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.297062400000002","-123.1011752",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2970624","-123.1011752"
"USGS-431815122404400","431815122404400","USGS-OR","USGS Oregon Water Science Center","PANTHER CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.304008899999999","-122.6800503",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3040089","-122.6800503"
"USGS-431820122403700","431820122403700","USGS-OR","USGS Oregon Water Science Center","NORTH UMPQUA RIVER AB APPLE CREEK NR STEAMBOAT, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.305397800000001","-122.67810590000001",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3053978","-122.6781059"
"USGS-431827123072200","431827123072200","USGS-OR","USGS Oregon Water Science Center","NORTH UMPQUA RIVER BELOW LITTLE RIVER NR GLIDE, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.307340199999999","-123.123954",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3073402","-123.123954"
"USGS-431834117062800","431834117062800","USGS-OR","USGS Oregon Water Science Center","MS38 (Spring Ck Cell24-MIDDLE SNAKE-SUCCOR Stream)","Stream","ARMI Water collection sites-C. Anderson Aug. 2002",17050103,NA,"",NA,"","43.309322299999998","-117.1087589",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3870.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3093223","-117.1087589"
"USGS-431839122091300","431839122091300","USGS-OR","USGS Oregon Water Science Center","N UMPQUA RIVER AB LEMOLO LAKE NR DIAMOND LAKE, OR","Stream","WILLAMETTE STATE PROJECT - REQUESTED BY HEHARRISON",17100301,NA,"",NA,"","43.310680599999998","-122.1547557",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3106806","-122.1547557"
"USGS-431912122482700","431912122482700","USGS-OR","USGS Oregon Water Science Center","WRIGHT CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.319841599999997","-122.8086658",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3198416","-122.8086658"
"USGS-432000123000700","432000123000700","USGS-OR","USGS Oregon Water Science Center","ROCK CR NR MOUTH AB N UMPQUA RIVER NR GLIDE, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.333174200000002","-123.0031173",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3331742","-123.0031173"
"USGS-432034122440100","432034122440100","USGS-OR","USGS Oregon Water Science Center","N UMP R AB STMBOAT CR AT MOTT BR NR STEAMBOAT, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.342619800000001","-122.73477490000001",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3426198","-122.7347749"
"USGS-432034122442500","432034122442500","USGS-OR","USGS Oregon Water Science Center","N UMPQUA R AT MI 52.5 BL STMBT CR NR STAMBOAT, OR","Stream","WILLAMETTE STATE STUDY - requested by heharrison",17100301,NA,"",NA,"","43.3426197","-122.7414418",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3426197","-122.7414418"
"USGS-432224117023500","432224117023500","USGS-OR","USGS Oregon Water Science Center","MS6 (Sheep Reservoir  MIDDLE SNAKE-SUCCOR Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson  Aug.2002",17050103,NA,"",NA,"","43.3732112","-117.0440354",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4900.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3732112","-117.0440354"
"USGS-432308117062800","432308117062800","USGS-OR","USGS Oregon Water Science Center","MS19 (Succor CK Cell 6-MIDDLE SNAKE-SUCCOR Stream)","Stream","ARMI Water collection sites-C. Anderson Aug. 2002",17050103,NA,"",NA,"","43.385434199999999","-117.1087615",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3660.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3854342","-117.1087615"
"USGS-432312117090400","432312117090400","USGS-OR","USGS Oregon Water Science Center","MS4 (Saddle Butte Resv MIDDLE SNAKE-SUCCOR Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug. 2002",17050103,NA,"",NA,"","43.386545900000002","-117.152097",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3800.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3865459","-117.152097"
"USGS-432336117030500","432336117030500","USGS-OR","USGS Oregon Water Science Center","MS5 (Top Reservoir   MIDDLE SNAKE-SUCCOR Ponds)","Lake, Reservoir, Impoundment","ARMI Water collection sites,C.Anderson  Aug. 2002",17050103,NA,"",NA,"","43.393211399999998","-117.05237",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4900.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.3932114","-117.05237"
"USGS-432454123124801","432454123124801","USGS-OR","USGS Oregon Water Science Center","CALAPOOYA CREEK NEAR NONPAREIL, OR","Stream","Denny Wentz August 2002 project site",NA,"98.299999999999997","sq mi",NA,NA,"43.414841000000003","-123.2145167",NA,"1","seconds","Interpolated from map","NAD83","510.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.414841","-123.2145167"
"USGS-432627117591100","432627117591100","USGS-OR","USGS Oregon Water Science Center","STAR PONDS NR WARM SPRINGS RESV STAR-3, OR","Lake, Reservoir, Impoundment","USGS-BRD ARMI   C.ANDERSON  MAY 2003",17050116,NA,"",NA,"","43.4407146","-117.98740549999999",10,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4730.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.4407146","-117.9874055"
"USGS-432634117550500","432634117550500","USGS-OR","USGS Oregon Water Science Center","STAR PONDS NR WARM SPRINGS RESV - STAR-2, OR","Lake, Reservoir, Impoundment","USGS-BRD ARMI sites  C.Anderson May 2003",17050116,NA,"",NA,"","43.442658999999999","-117.91907019999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5170.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.442659","-117.9190702"
"USGS-432805118015900","432805118015900","USGS-OR","USGS Oregon Water Science Center","STAR PONDS NR WARM SPRINGS RESV  STAR-18   OR","Lake, Reservoir, Impoundment","USGS-BRD ARMI SITES   C.ANDERSON  MAY 2003",17050116,NA,"",NA,"","43.467936999999999","-118.034074",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4650.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.467937","-118.034074"
"USGS-432848118080200","432848118080200","USGS-OR","USGS Oregon Water Science Center","STAR PONDS NR WARM SPRINGS RESV  STAR-14   OR","Lake, Reservoir, Impoundment","USGS-BRD ARMI SITES C. ANDERSON  MAY 2003",17050116,NA,"",NA,"","43.479881599999999","-118.13491139999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4010.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.4798816","-118.1349114"
"USGS-433142118060400","433142118060400","USGS-OR","USGS Oregon Water Science Center","STAR PONDS NR WARM SPRINGS RESV  STAR-15   OR","Lake, Reservoir, Impoundment","USGS-BRD ARMI SITES   C.ANDERSON  MAY 2003",17050116,NA,"",NA,"","43.528214800000001","-118.1021317",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3730.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.5282148","-118.1021317"
