MonitoringLocationIdentifier,Site_no,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasureMeasureValue,DrainageAreaMeasureMeasureUnitCode,ContributingDrainageAreaMeasureMeasureValue,ContributingDrainageAreaMeasureMeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasureMeasureValue,HorizontalAccuracyMeasureMeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasureMeasureValue,VerticalMeasureMeasureUnitCode,VerticalAccuracyMeasureMeasureValue,VerticalAccuracyMeasureMeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasureMeasureValue,WellDepthMeasureMeasureUnitCode,WellHoleDepthMeasureMeasureValue,WellHoleDepthMeasureMeasureUnitCode,Site_name,Agency,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,LatChar,LonChar
USGS-4440091182112,4.44009E+12,USGS-OR,USGS Oregon Water Science Center,BURNT RIVER E,Stream,USGS-BRD-ARMI Grazing effects study C.Anderson2002,17050202,NA,,NA,,44.6690427,-118.3543867,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4250,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6690427,-118.3543867
USGS-4440091182115,4.44009E+12,USGS-OR,USGS Oregon Water Science Center,BURNT RIVER NW,Stream,USGS-BRD-ARMI Grazing effects study C.Anderson2002,17050202,NA,,NA,NA,44.6690427,-118.35522,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4250,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6690427,-118.35522
USGS-444057118275000,4.44057E+14,USGS-OR,USGS Oregon Water Science Center,"LOWER SNOW CREEK, OR",Stream,USGS-BRD-ARMI project  C. Anderson Dec. 2002,17050202,NA,,NA,,44.6823753,-118.4649454,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5000,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6823753,-118.4649454
USGS-4441061182518,4.44106E+12,USGS-OR,USGS Oregon Water Science Center,PARKERVILLE,Stream,USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,NA,44.6848753,-118.422722,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4840,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6848753,-118.422722
USGS-4441091182804,4.44109E+12,USGS-OR,USGS Oregon Water Science Center,GREENHORN,Stream,USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,,44.6857085,-118.4688344,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5200,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6857085,-118.4688344
USGS-4441121182826,4.44112E+12,USGS-OR,USGS Oregon Water Science Center,SLAB CREEK POND,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study C.Anderson2002,17050202,NA,,NA,,44.6865418,-118.4749457,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5180,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6865418,-118.4749457
USGS-4441301181909,4.4413E+12,USGS-OR,USGS Oregon Water Science Center,LOWER CAMP  CREEK,Stream,USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,NA,44.6915419,-118.3202196,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4300,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6915419,-118.3202196
USGS-444137118232500,4.44137E+14,USGS-OR,USGS Oregon Water Science Center,WINTERVILLE POND,"Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson Aug.2003,NA,NA,,NA,,44.6934861,-118.3913326,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4827.9,feet,10,feet,Global Positioning System,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6934861,-118.3913326
USGS-444139122124700,4.44139E+14,USGS-OR,USGS Oregon Water Science Center,DETROIT LAKE BELOW BLOWOUT CREEK,"Lake, Reservoir, Impoundment",QW sediment study - profiling,NA,NA,,NA,,44.6940113,-122.2142435,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6940113,-122.2142435
USGS-444207122120900,4.44207E+14,USGS-OR,USGS Oregon Water Science Center,"DETROIT LAKE NEAR DETROIT LAKE DAM, OR","Lake, Reservoir, Impoundment",USGS & City of Salem N.Santiam turbid project 8/03,17090005,NA,,NA,NA,44.7019444,-122.2025,24000,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,1550,feet,17,feet,Global Positioning System,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7019444,-122.2025
USGS-444230122141700,4.4423E+14,USGS-OR,USGS Oregon Water Science Center,DETROIT LAKE BELOW KINNEY CREEK,"Lake, Reservoir, Impoundment",QW sediment study - profiling,NA,NA,,NA,,44.7081779,-122.239244,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7081779,-122.239244
USGS-4442311181909,4.44231E+12,USGS-OR,USGS Oregon Water Science Center,UPPER CAMP CREEK,Stream,USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,,44.7084857,-118.3202199,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4310,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7084857,-118.3202199
USGS-444236122110300,4.44236E+14,USGS-OR,USGS Oregon Water Science Center,DETROIT LAKE AT MONGOLD STATE PARK,"Lake, Reservoir, Impoundment",QW sediment study - profiling,NA,NA,,NA,,44.7098444,-122.1853541,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7098444,-122.1853541
USGS-444250122112600,4.4425E+14,USGS-OR,USGS Oregon Water Science Center,"Swimming area at Mongold State Park, OR","Lake, Reservoir, Impoundment",Detroit Lake Swim Area QW study - Amy Brooks,NA,NA,,NA,,44.7137333,-122.1917432,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7137333,-122.1917432
USGS-4443181182752,4.44318E+12,USGS-OR,USGS Oregon Water Science Center,LITTLE SKINNY DIP,Stream,USGS-BRD-ARMI Grazing effects study  C.Anderson,17050202,NA,,NA,,44.7215405,-118.4655018,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5800,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7215405,-118.4655018
USGS-4443281175624,4.44328E+12,USGS-OR,USGS Oregon Water Science Center,ELK CREEK POND,"Lake, Reservoir, Impoundment",USGS-BRD-ARMI Grazing effects study C.Anderson,17050203,NA,,NA,NA,44.7243207,-117.9410516,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4440,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7243207,-117.9410516
USGS-444410122093000,4.4441E+14,USGS-OR,USGS Oregon Water Science Center,"DETROIT LAKE AT KANES MARINA, OR","Lake, Reservoir, Impoundment",USGS & City of Salem N.Santiam turbid project 8/03,17090005,NA,,NA,NA,44.7361111,-122.1583333,24000,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,1549,feet,22,feet,Global Positioning System,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7361111,-122.1583333
USGS-444605123043200,4.44605E+14,USGS-OR,USGS Oregon Water Science Center,"KILLDEER POND, OR (NWR ANKY SITES)","Lake, Reservoir, Impoundment",NWR  ANKY QW SITES  C.Anderson May 2004,NA,NA,,NA,,44.7679444,-123.0755556,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,59,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7679444,-123.0755556
USGS-444605123043201,4.44605E+14,USGS-OR,USGS Oregon Water Science Center,"SOUTH POND , OR  (NWR  ANKY SITES)","Lake, Reservoir, Impoundment","NWR QW SITES ANKY refuge   May 2004, C.Anderson",NA,NA,,NA,,44.7681389,-123.0755278,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,59,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7681389,-123.0755278
USGS-444624123032600,4.44624E+14,USGS-OR,USGS Oregon Water Science Center,"DUGOUT PONDS, OR (NWR ANKY SITES)","Lake, Reservoir, Impoundment",NWRs qw ANKY sites   C.Anderson May 2004,NA,NA,,NA,,44.77325,-123.0572222,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,61,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.77325,-123.0572222
USGS-444649121594701,4.44649E+14,USGS-OR,USGS Oregon Water Science Center,BREITENBUSH R BLW BREITENBUSH HOT SPGS NR DETROIT,Stream,Denny Wentz August 2002 project site,NA,62.3,sq mi,NA,NA,44.7801216,-121.9975747,NA,1,seconds,Interpolated from map,NAD83,2100,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7801216,-121.9975747
USGS-444728122450000,4.44728E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH SANTIAM RIVER AT GEREN ISLAND, NR STAYTON,OR",Stream,"site at water treatment plant Amy Brooks,M.Uhrich",17090005,688,sq mi,NA,,44.7909556,-122.7511989,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7909556,-122.7511989
USGS-444732123051800,4.44732E+14,USGS-OR,USGS Oregon Water Science Center,"MAHOFF OND, OR (NWR  ANKY SITES)","Lake, Reservoir, Impoundment",NWR  ANKY QW SITES C.Anderson  May 2004,NA,NA,,NA,,44.7922222,-123.0883333,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,59,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7922222,-123.0883333
USGS-444759123050800,4.44759E+14,USGS-OR,USGS Oregon Water Science Center,"WIGEON MARSH , OR   (NWR  ANKY SITES)","Lake, Reservoir, Impoundment",NWR  ANKY  QW SITES   C.Anderson  May 2004,NA,NA,,NA,,44.7997222,-123.0855556,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,59,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7997222,-123.0855556
USGS-445029122592600,4.45029E+14,USGS-OR,USGS Oregon Water Science Center,"BATTLE CREEK NEAR TURNER, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04,17090007,11.6,sq mi,NA,,44.841232,-122.9917606,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,310,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,"BATTLE CREEK NEAR TURNER, OR",USGS,1.22964E+12,1.22964E+12,Battle Creek,NA,NA,44.841232,-122.9917606
USGS-445551123015800,4.45551E+14,USGS-OR,USGS Oregon Water Science Center,"PRINGLE CREEK AT SALEM, OR",Stream,NAWQA URBAN LAND-USE GRADIENT STUDY OCT.2003,17090007,9.6,sq mi,NA,,44.9306754,-123.033985,NA,0.5,seconds,Interpolated from map,NAD83,150,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,"PRINGLE CREEK AT SALEM, OR",USGS,1.23045E+12,1.23045E+12,Pringle Creek,NA,NA,44.9306754,-123.033985
USGS-445719123152200,4.45719E+14,USGS-OR,USGS Oregon Water Science Center,DUSKY MARSH (NWR BSKT SITE),"Lake, Reservoir, Impoundment",NWRs qw BSKT site   C.Anderson June 2004,NA,NA,,NA,,44.9552778,-123.256111,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,61,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9552778,-123.256111
USGS-445720123152000,4.4572E+14,USGS-OR,USGS Oregon Water Science Center,VANCOUVER MARSH (NWR BSKT SITE),"Lake, Reservoir, Impoundment",NWRs qw BSKT site  C.Anderson June 2004,NA,NA,,NA,,44.9555556,-123.2555556,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,61,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9555556,-123.2555556
USGS-445830123150300,4.4583E+14,USGS-OR,USGS Oregon Water Science Center,SMITH POND (NWR BSKT SITE),"Lake, Reservoir, Impoundment",NWRs  qw BSKT site  C.Anderson  June 2004,NA,NA,,NA,,44.975,-123.2508333,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,85,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.975,-123.2508333
USGS-445915123153900,4.45915E+14,USGS-OR,USGS Oregon Water Science Center,ALEUTIAN MARSH  (NWR BSKT SITES),"Lake, Reservoir, Impoundment",NWRs qw BSKT sites    C.Anderson May 2004,NA,NA,,NA,,44.9874167,-123.2608333,NA,0.1,seconds,Interpolated from map,NAD83,61,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9874167,-123.2608333
USGS-450022123012400,4.50022E+14,USGS-OR,USGS Oregon Water Science Center,"CLAGGETT CREEK AT KEIZER, OR",Stream,NAWQA URBAN LAND-USE GRADIENT STUDY OCT. 2003,17090007,9.6,sq mi,NA,,45.0059526,-123.0245413,NA,0.5,seconds,Interpolated from map,NAD83,120,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,47,NA,NA,NA,NA,NA,NA,NA,NA,"CLAGGETT CREEK AT KEIZER, OR",USGS,1.23031E+12,1.23031E+12,Claggett Creek,NA,NA,45.0059526,-123.0245413
USGS-450156122033100,4.50156E+14,USGS-OR,USGS Oregon Water Science Center,"UPPER CLACKAMAS RIVER AT TWO RIVERS C.G., OR",Stream,REQUESTED BY KURT CARPENTER,17090011,157,sq mi,NA,NA,45.0320665,-122.0598022,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,"UPPER CLACKAMAS RIVER AT TWO RIVERS C.G., OR",USGS,1.22605E+12,1.22605E+12,Clackamas River,NA,NA,45.0320665,-122.0598022
USGS-450448122023000,4.50448E+14,USGS-OR,USGS Oregon Water Science Center,"OAK GROVE FORK AT RAINBOW CAMPGROUND, OR",Stream,Denny Wentz August 2002 Projects sites,NA,141,sq mi,NA,NA,45.0798437,-122.0428578,NA,1,seconds,Interpolated from map,NAD83,1410,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0798437,-122.0428578
USGS-450453122291000,4.50453E+14,USGS-OR,USGS Oregon Water Science Center,MOLALLA RIVER AT GLEN AVON BRIDGE,Stream,KURT CARPENTER,17090009,NA,,NA,,45.0812778,-122.4861444,24000,0.01,seconds,Interpolated from Digital Map,NAD83,540,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0812778,-122.4861444
USGS-450653121481001,4.50653E+14,USGS-OR,USGS Oregon Water Science Center,"TIMOTHY LAKE AT BOOM, OR (DEPTH 1)","Lake, Reservoir, Impoundment",REQUESTED BY KURT CARPENTER,17090011,NA,,NA,,45.1145633,-121.8039663,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1145633,-121.8039663
USGS-450653121481002,4.50653E+14,USGS-OR,USGS Oregon Water Science Center,"TIMOTHY LAKE AT BOOM, OR  (DEPTH 2)","Lake, Reservoir, Impoundment",REQUESTED BY KURT CARPENTER,17090011,NA,,NA,,45.1145633,-121.8039663,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1145633,-121.8039663
USGS-450653121481003,4.50653E+14,USGS-OR,USGS Oregon Water Science Center,"TIMOTHY LAKE AT BOOM, OR            (DUPLICATE3)","Lake, Reservoir, Impoundment",REQUESTED BY KURT CARPENTER,17090011,NA,,NA,,45.1145633,-121.8039663,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1145633,-121.8039663
USGS-450653121481004,4.50653E+14,USGS-OR,USGS Oregon Water Science Center,"TIMOTHY LAKE AT BOOM, OR            (DUPLICATE4)","Lake, Reservoir, Impoundment",REQUESTED KURT CARPENTER,17090011,NA,,NA,,45.1145633,-121.8039663,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1145633,-121.8039663
USGS-450943122320400,4.50943E+14,USGS-OR,USGS Oregon Water Science Center,MOLALLA RIVER AT HWY 211,Stream,KURT CARPENTER,17090009,NA,,NA,,45.1618611,-122.5354444,NA,1,seconds,Interpolated from map,NAD83,300,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1618611,-122.5354444
USGS-450955122291200,4.50955E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1655,-122.4868889,NA,NA,NA,NA,NAD83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MILK CREEK AT CAMP ADAMS,USGS,1.22664E+12,1.22664E+12,Milk Creek,NA,NA,45.1655,-122.4868889
USGS-451200122345800,4.512E+14,USGS-OR,USGS Oregon Water Science Center,MOLALLA RIVER AT HWY 213,Stream,AMY BROOKS/KURT CARPENTER PROJECT STUDY,17090009,NA,,NA,,45.2000556,-122.5828333,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2000556,-122.5828333
USGS-451336122381100,4.51336E+14,USGS-OR,USGS Oregon Water Science Center,MOLALLA RIVER UPSTREAM FROM MILK CREEK,Stream,KURT CARPENTER,17090009,NA,,NA,,45.226505,-122.6375848,NA,0.1,seconds,Interpolated from map,NAD83,65,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.226505,-122.6375848
USGS-451343122215900,4.51343E+14,USGS-OR,USGS Oregon Water Science Center,"CLEAR CREEK NEAR ESTACADA, OR",Stream,NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003,NA,NA,,NA,,45.228455,-122.3675846,NA,0.5,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.228455,-122.3675846
USGS-451438122164001,4.51438E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 1), OR",Stream,REQUESTED BY KURT CARPENTER,17090011,NA,,NA,,45.2437317,-122.278972,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2437317,-122.278972
USGS-451438122164002,4.51438E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 2), OR",Stream,REQUESTED BY KURT CARPENTER,17090011,NA,,NA,,45.2437317,-122.278972,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2437317,-122.278972
USGS-451438122164003,4.51438E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 3), OR",Stream,REQUESTED BY KURT CARPENTER,17090011,NA,,NA,,45.2437317,-122.278972,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2437317,-122.278972
USGS-451438122164004,4.51438E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH FORK RES AT BOOM STATION 1 (DEPTH 4), OR",Stream,REQUESTED BY KURT CARPENTER,17090011,NA,,NA,,45.2437317,-122.278972,NA,10,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2437317,-122.278972
USGS-451603122423301,4.51603E+14,USGS-OR,USGS Oregon Water Science Center,"MOLALLA R AT KNIGHTS BRIDGE NR CANBY, OR",Stream,WILL NAWQA QUARTERLY SAMPLING FY94,17090009,NA,,NA,,45.2673428,-122.7103706,24000,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,"MOLALLA R AT KNIGHTS BRIDGE NR CANBY, OR",USGS,1.22717E+12,1.22717E+12,Molalla River,NA,NA,45.2673428,-122.7103706
USGS-451607122423700,4.51607E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.26852778,-122.710111,NA,NA,NA,NA,NAD83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOLALLA RIVER AT KNIGHTS BRIDGE, CANBY, OR",USGS,1.22717E+12,1.22717E+12,Molalla River,NA,NA,45.26852778,-122.710111
USGS-451734122585400,4.51734E+14,USGS-OR,USGS Oregon Water Science Center,"CHEHALEM CREEK AT NEWBERG, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04,17090007,37.8,sq mi,NA,,45.2926178,-122.9828789,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,90,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,71,NA,NA,NA,NA,NA,NA,NA,NA,"CHEHALEM CREEK AT NEWBERG, OR",USGS,1.22975E+12,1.22975E+12,Chehalem Creek,NA,NA,45.2926178,-122.9828789
USGS-452109122531101,4.52109E+14,USGS-OR,USGS Oregon Water Science Center,CHICKEN CREEK AT KRUGER RD,Stream,CWS 3835060,17090001,1.7,sq mi,NA,NA,45.3525222,-122.8863944,24000,1,seconds,Interpolated from Digital Map,NAD83,262,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,CHICKEN CREEK AT KRUGER RD,USGS,1.22837E+12,1.22837E+12,Chicken Creek,NA,NA,45.3525222,-122.8863944
USGS-452149123194900,4.52149E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH YAMHILL CREEK NEAR YAMHILL, OR",Stream,URBAN GRADIENT LAND USE STUDY   M.Sarantou  3/04,17090008,25.4,sq mi,NA,,45.3634458,-123.3314988,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,360,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,71,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH YAMHILL CREEK NEAR YAMHILL, OR",USGS,1.23145E+12,1.23145E+12,North Yamhill River,NA,NA,45.3634458,-123.3314988
USGS-452231122200000,4.52231E+14,USGS-OR,USGS Oregon Water Science Center,"DEEP CREEK NEAR SANDY, OR",Stream,NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003,17090011,12.1,sq mi,NA,,45.3751208,-122.3345318,NA,0.5,seconds,Interpolated from map,NAD83,490,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,"DEEP CREEK NEAR SANDY, OR",USGS,1.22432E+12,1.22432E+12,Deep Creek,NA,NA,45.3751208,-122.3345318
USGS-452301122442301,4.52301E+14,USGS-OR,USGS Oregon Water Science Center,NYBERG CREEK AT BROWNS FERRY PARK,Stream,CWS 3838001,17090001,1,sq mi,NA,,45.3836722,-122.7397639,24000,1,seconds,Interpolated from Digital Map,NAD83,108,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NYBERG CREEK AT BROWNS FERRY PARK,USGS,1.22738E+12,1.22738E+12,Unnamed Stream,NA,NA,45.3836722,-122.7397639
USGS-452314122454600,4.52314E+14,USGS-OR,USGS Oregon Water Science Center,"TUALATIN R @ TUALATIN PARK RR BRDG, NR TUALATIN,OR",Stream,Tualatin QW    Stewart Rounds August 2006,17090010,NA,,NA,,45.3870632,-122.7639852,NA,1,seconds,Interpolated from map,NAD83,101.5,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN R @ TUALATIN PARK RR BRDG, NR TUALATIN,OR",USGS,1.2265E+12,1.2265E+12,Tualatin River,NA,NA,45.3870632,-122.7639852
