"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","UsabilityComments"
6918,"33970","Luckiamute River at River Mile 21.1 (Willamette)","44.787300000000002","-123.31619999999999","21.969999999999999","1231480447559",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,207,"Willamette","Luckiamute River is named on 24K but not 100K layer.",0,"0.0",NA,1,NA,NA,0,"Luckiamute River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6919,"13389","Isthmus Slough at Coos City Bridge","43.301389","-124.20694399999999","7.0999999999999996","1241999433841",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,20,"South Coast","Estuary Source 4.",0,"7.0999999999999996",1241999433841,1,"30.800000000000001","45000.0",0,"Isthmus Slough","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6920,"32032","Port of Astoria, Young's Bay, 100 feet from outfall","46.18683","-123.86636","0.69999999999999996","1239022461911",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"0.0",NA,1,NA,NA,0,"Youngs Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6921,"26032","Upton Slough at Nestucca Bay Wildlife Refuge US of tidegate","45.167580000000001","-123.94571999999999","3.0","1239690451606",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,7,"North Coast","Estuary Source 8.",0,"3.0",1239690451606,1,"20.399999999999999","32490.0",0,"Nestucca Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6922,"32473","McKay Creek at Hwy 26","44.330350000000003","-120.8931","0.40999999999999998","1208992443269",NA,NA,NA,NA,1,1,"100K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2845,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"561.0",0,"McKay Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6947,"33506","Periwinkle Creek","44.610638999999999","-123.06218800000001","3.1299999999999999","1230877446430",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,243,"Willamette",NA,0,"0.0",NA,1,NA,"43.0",0,"Periwinkle Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6950,"13701","Umpqua River at Macey Cove","43.701667","-124.158333","3.2000000000000002","1242038436694",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"Umpqua","Estuary Source 16.",0,"3.2000000000000002",1242038436694,1,"33.0","40600.0",0,"Umpqua River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6923,"23276","Nehalem River upstream of Wolf Creek at Timber Road Bridge","45.760572000000003","-123.29678699999999","108.40000000000001","1238951456889",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,768,"North Coast",NA,0,"108.40000000000001",1238951456889,1,NA,NA,0,"Nehalem River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6924,"23817","Miami River tributary at River Mile 0.04","45.627834","-123.815747","9.8000000000000007","1239230455475",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,210,"North Coast",NA,0,"9.8000000000000007",1239230455475,1,NA,"68.0",0,"Miami River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6925,"21504","Duplicate station.  Data can be found under station 21384",NA,NA,"0.0",NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-666,NA,"No Description",0,"0.0",NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6926,"28488","Willamina Creek upstream of pump station","45.089440000000003","-123.49417","1.8999999999999999","1234765450782",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,240,"Willamette",NA,0,"1.8999999999999999",1234765450782,1,NA,"110.3",0,"Willamina Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6927,"12587","Bear Creek at Bikeway Bridge, near Talent","42.426389","-122.955806","1.0","1229691424326",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1161,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.0",1229691424326,1,NA,"410.0",0,"Bear Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6928,"13632","Cannon Beach STP/Wetland Cell #2 effluent","45.890278000000002","-123.955556",NA,NA,NA,NA,NA,NA,0,0,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"North Coast","Municipal Effluent. Estuary determined by salinty or conductivity and verified by GIS.",0,NA,NA,0,NA,"344.0",0,NA,"ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6929,"34027","Soap Creek at mouth (Luckiamute)","44.729799999999997","-123.1634","5.9999999999999998E-2","1231630447305",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,174,"Willamette",NA,0,"0.0",NA,1,NA,NA,0,"Soap Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6930,"26616","West Fork Illinois River downstream of Rough & Ready Creek (Illinois, Rogue)","42.087111","-123.672331","6.5999999999999996","1236586421597",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1342,"Rogue",NA,0,"6.5999999999999996",1236586421597,1,NA,"161.0",0,"West Fork Illinois River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6931,"10372","Calapooia River at 3rd Street (Albany-Bryant Park)","44.635556000000001","-123.111667","0.29999999999999999","1231108446399",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,220,"Willamette",NA,0,"0.29999999999999999",1231108446399,1,NA,"150.0",0,"Calapooia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6932,"33586","Rickreall Creek at 8290 Rickreall Road","44.928899999999999","-123.2003","6.7999999999999998","1231136449288",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,167,"Willamette",NA,0,"0.0",NA,1,NA,NA,0,"Rickreall Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6933,"28574","Mill Creek at 2nd Street, The Dalles","45.604100000000003","-121.1888","5.9999999999999998E-2","1211888456051",NA,NA,NA,NA,1,1,"100K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,95,"Hood","Stream in this location is Mill Creek on Streamnet 24K but unnamed on 100K. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"244.0",0,"Mill Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6934,"35072","Yamhill River - So. Yamhill River @ N. Bridge St. (Sheridan, OR)","45.099110000000003","-123.39402","37.399999999999999","1231445452258",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,177,"Willamette",NA,0,"0.0",NA,1,NA,"111.0",0,"South Yamhill River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6935,"13432","Trask River at Tillamook Loop Road","45.446638999999998","-123.84272199999999","2.7999999999999998","1238814454680",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,10,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"2.7999999999999998",1238814454680,1,"3.5","175.0",0,"Trask River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6936,"14557","DEQ102, Mike Vanscoyk, 50876 Fawn Loop Drive","43.645833000000003","-121.574167",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,NA,NA,0,NA,"103.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6937,"10506","Deschutes River at Hwy 26 (Warm Springs)","44.761167","-121.227806","96.299999999999997","1209151456389",NA,NA,NA,NA,1,1,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1375,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"96.299999999999997",1209151456389,1,NA,"478.0",0,"Deschutes River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6938,"24498","Service Creek at Shelton Wayside (tributary to John Day River)","44.895277999999998","-120.090278","9.3000000000000007","1200023447970",NA,NA,NA,NA,1,1,NA,"John Day",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3343,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"9.3000000000000007",1200023447970,1,NA,"399.0",0,"Service Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6939,"13400","Joe Ney Slough at east end of dock","43.334972","-124.314611","0.40000000000000002","1243226433328",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",0,"0.40000000000000002",1243226433328,1,"220.0","50000.0",0,"Joe Ney Slough","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6941,"23479","DEQ578, 51363 Pierce Road","43.666139000000001","-121.524967",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,NA,NA,0,NA,"123.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6943,"33157","Hughey Creek near mouth (WIlson)","45.466717000000003","-123.766769","0.40999999999999998","1237718454706",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,49,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"0.0",NA,1,NA,NA,0,"Hughey Creek","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6944,"23765","Reese Creek at Hwy 62 bridge","42.537852999999998","-122.811075","1.3999999999999999","1228357425323",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1348,"Rogue",NA,0,"1.3999999999999999",1228357425323,1,"0.10000000000000001","176.0",0,"Reese Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6945,"34193","White Salmon River at mouth (WA) (Columbia)","45.728700000000003","-121.5214","0.0",NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,75,"Hood","Site is in WA.",0,"0.0",NA,0,NA,"142.80000000000001",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6940,"30449","Indian Creek upstream of confluence with Bully Creek","43.984900000000003","-117.7573","1.3","1177311439862",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3340,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.3",1177311439862,1,NA,"314.0",0,"Indian Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6942,"29762","Cullaby Lake at center of S basin","46.075200000000002","-123.90049999999999","1.4199999999999999","1239077460945",0,"1239008460801","Cullaby Lake","StreamNet",1,1,"100K","Lower Columbia",0,0,0,0,0,1,0,0,NA,NA,NA,NA,23,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"0.0",1239008460801,1,"0.10000000000000001","133.0",0,"Cullaby Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6946,"29029","Alder Creek approximately 7 miles northwest of Corvallis","44.599899999999998","-123.3479","0.90000000000000002","1233380445903",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,502,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.90000000000000002",1233380445903,1,NA,"235.0",0,"Alder Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6948,"25168","Deschutes River at Crosswater Golf Course (upstream of Harper Bridge)","43.862060999999997","-121.452833","188.30000000000001","1209151456389",NA,NA,NA,NA,1,1,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4160,"Deschutes",NA,0,"188.30000000000001",1209151456389,1,NA,"44.0",0,"Deschutes River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6949,"23828","Sampson CR TRIB to TRIB (RM 0.6) at RM 2.6 (Lower Siletz)","44.890799999999999","-123.81357","2.6000000000000001","1238499449089",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,846,"Mid Coast",NA,0,"2.6000000000000001",1238499449089,1,NA,"68.0",0,"temp7","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6951,"21859","Marten Creek 2 miles upstream from Gales Creek","44.112755999999997","-122.509547","1.6000000000000001","1225299441275",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1099,"Willamette",NA,0,"1.6000000000000001",1225299441275,1,NA,"46.0",0,"Marten Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6952,"34608","Ecola Court pipe discharge to Cannon Beach ","45.889330000000001","-123.96375999999999","30.23","1240637462558",NA,NA,NA,NA,1,1,"24K","Northern Oregon Coastal",0,0,0,0,1,0,1,1,"Freshwater",2,"OR277842","Cannon Beach",13,"North Coast","Municipal Effluent. Possible surface water.  Bay/estuary/ocean. Estuary determined by salinty or conductivity and verified by GIS. Pipe discharging to beach.",0,"0.0",NA,1,"0.59999999999999998","866.0",0,"Pacific Ocean","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6953,"14972","James River Lebanon LF Monitoring Well 2S","44.553305999999999","-122.898222",NA,NA,NA,NA,NA,NA,0,0,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater.",0,NA,NA,0,NA,"163.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6954,"26035","Upton Slough at Christensen RD N to Nestucca Wildlife Refuge","45.157130000000002","-123.95265000000001","0.91000000000000003","1239408451653",NA,NA,NA,NA,1,1,"24K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"0.20000000000000001",1239429451662,1,"8.3000000000000007","6000.0",0,"Upton Slough","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
6955,"29344","D River Beach 200 meters south of restroom","44.964759999999998","-124.01997","107.36","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR624395","D River Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"34.399999999999999",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6956,"24266","Coos (PWSID #####) Mobile Park, Ten Mile Lake","0.0","0.0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"No lat/long.",0,NA,NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7649,"31560","Beaver Creek","44.52176","-124.07397","145.69999999999999","1240637462558",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,1,1,"Freshwater",2,"OR314514","Ona Beach",3,"Mid Coast","Estuary determined by salinty or conductivity and verified by GIS. Beach outlet of Beaver Creek 1240746445231.",0,NA,NA,1,"0.29999999999999999","620.0",0,"Pacific Ocean","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7650,"31357","Elk Creek near Delena","46.067950000000003","-123.05122","1.8","1230315460892",NA,NA,NA,NA,1,1,NA,"Lower Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,663,"North Coast",NA,0,"1.8",1230315460892,1,NA,"93.0",0,"Elk Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7651,"12657","McKenzie River at Hwy 126 downstream of Clear Lake","44.356250000000003","-121.995611","84.200000000000003","1230673441173",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3009,"Willamette",NA,0,"84.200000000000003",1230673441173,1,NA,"62.0",0,"McKenzie River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7652,"26296","DEQ2171, 53444 Bridge Drive","43.741083000000003","-121.494367",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,NA,NA,0,NA,"182.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7653,"13644","Haynes Inlet downstream of Red Marker 4","43.442917000000001","-124.21594399999999","1.1000000000000001","1242266434305",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",0,"1.1000000000000001",1242266434305,1,"32.5",NA,0,"Haynes Inlet","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7654,"30624","Hot Springs Fork Collawash","44.888390000000001","-122.142495","12.300000000000001","1220653449851",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2992,"Willamette",NA,0,"0.0",NA,1,NA,"43.0",0,"Hot Springs Fk Collawash River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
5886,"23848","Cedar Creek at River Mile 1.5 (South Santiam)","44.377481000000003","-122.58256","0.80000000000000004","1225895443678",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1253,"Willamette",NA,0,"0.80000000000000004",1225895443678,1,NA,"33.0",0,"Cedar Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
5887,"12181","Lookout Creek (Transect 1)","45.091200000000001","-118.533","3.1000000000000001","1184763451094",NA,NA,NA,NA,1,1,NA,"Lower Snake",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4728,"Grande Ronde",NA,0,"3.1000000000000001",1184763451094,1,NA,"100.0",0,"Lookout Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6284,"26161","69490 Green Ridge Loop, sand filter","44.315213","-121.48702400000001",NA,NA,NA,NA,NA,NA,0,0,"100K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Septic effluent samples only. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"535.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
6285,"13675","Coos Bay at Kentuck Channel","43.423611000000001","-124.212222","9.4000000000000004","1243397433543",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",0,"9.4000000000000004",1243397433543,1,"32.600000000000001",NA,0,"Coos Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7655,"33266","Willow Creek at Diversion Weir just north of Jamieson, OR","44.187840000000001","-117.43603","19.52","1172554440234",NA,NA,NA,NA,1,1,"100K","Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2467,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"816.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7656,"30424","Camp Creek","44.63523","-118.84265000000001","5.0999999999999996","1187958446932",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3986,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"5.0999999999999996",1187958446932,1,NA,"217.0",0,"Camp Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7657,"34752","Columbia River Right Bank Shoreline below Bingen Point Outlet","45.704700000000003","-121.4573","168.40000000000001","1240483462464",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,75,"Hood",NA,0,"0.0",NA,1,NA,"145.69999999999999",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7658,"23285","Beneke Creek at Hwy 202 (Jewell) (Fishhawk, Nehalem)","45.934744000000002","-123.501279","0.40000000000000002","1234946459310",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,466,"North Coast",NA,0,"0.40000000000000002",1234946459310,1,NA,NA,0,"Beneke Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7659,"32144","North Umpqua River above Lemolo Lake near Inlet Campground","43.310833000000002","-122.1536","94.390000000000001","1234460432681",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4147,"Umpqua",NA,0,"0.0",NA,1,NA,"53.299999999999997",0,"North Umpqua River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7660,"20729","Tillamook Bay OR2070","45.497500000000002","-123.9225","4.2999999999999998","1239378455599",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"4.2999999999999998",1239378455599,1,NA,NA,0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7661,"22552","DEQ532, Haberly, 52276 Lechner Lane","43.699446999999999","-121.5356",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,NA,NA,0,NA,"92.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7662,"29388","Short Sand Beach at Short Sand CR (Oswald State Park)","45.759419999999999","-123.96531","41.07","1240637462558",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR770138","Short Sand Beach",10,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS. Outlet of Short Sand Creek 1239654457594",0,"0.0",1239654457594,1,"34.399999999999999","4910.0",0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
5853,"12215","Roaring Creek 300 feet upstream of city water intake","45.567306000000002","-123.253833","5.9999999999999998E-2","1232532455672",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,469,"Willamette",NA,0,"0.0",1232532455672,1,NA,"171.0",0,"Roaring Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
5854,"29026","Jordan Creek at Murname Boy Scout Camp approximately 15 miles southwest of Eugene","43.931699999999999","-123.30025000000001","1.8","1232916439493",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,525,"Willamette",NA,0,"1.8",1232916439493,1,NA,"89.0",0,"Jordan Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
