"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode"
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0001","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.186","-123.181",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0002","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.168999999999997","-123.21599999999999",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0003","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.188000000000002","-123.14100000000001",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0004","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.142000000000003","-123.27500000000001",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-11507501","LINK RIVER BELOW KENO CANAL, NEAR KLAMATH FALLS,OR","Stream","Annett Sullivan qw study",18010204,NA,"",NA,"","42.219311400000002","-121.7902816",24000,"1","seconds","Interpolated from map","NAD83","4087.0","feet","1.6000000000000001","feet","Interpolated from digital elevation model (DEM)","NAVD88","US",41,"035",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14159500","SOUTH FORK MCKENZIE RIVER NEAR RAINBOW, OR","Stream","",17090004,"208.0","sq mi",NA,"","44.135958199999997","-122.248391",NA,"1","seconds","Interpolated from map","NAD83","1236.4200000000001","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0005","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.146000000000001","-123.036",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0006","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.128999999999998","-122.999",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0007","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.113999999999997","-122.97799999999999",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0008","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080005,NA,"",NA,"","46.101999999999997","-122.91500000000001",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0009","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.088999999999999","-122.923",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0010","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.057000000000002","-122.887",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0011","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","46.015999999999998","-122.858",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0012","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","45.911999999999999","-122.81",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0013","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","45.877000000000002","-122.79300000000001",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0014","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080003,NA,"",NA,"","45.865000000000002","-122.788",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0015","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.845999999999997","-122.786",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0016","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.652000000000001","-122.76300000000001",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0017","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.645000000000003","-122.751",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14179000","BREITENBUSH R ABV FRENCH CR NR DETROIT, OR.","Stream","",17090005,"108.0","sq mi",NA,"","44.7526218","-122.12896480000001",NA,"10","seconds","Interpolated from map","NAD83","1573.95","feet","0.10000000000000001","feet","Interpolated from topographic map","NGVD29","US",41,"047",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14199710","NATE CREEK NEAR COLTON,OREG.","Stream","",17090009,"11.1","sq mi",NA,"","45.166511800000002","-122.4900861",NA,"1","seconds","Interpolated from map","NAD83","400.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14204650","DIVERSION FROM TUAL R AT SPRINGHILL PUMPING PLANT","Stream","",17090010,NA,"",NA,"","45.492892500000004","-123.09232900000001",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"067",NA,NA,NA,NA,NA,NA,NA,NA
"R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCGSG07GSW05","GSW-05","River/Stream","Rivermile 6.1",17090012,NA,"",NA,"","45.581810400000002","-122.7607881",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA
"R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCGSG07GSW09","GSW-09","River/Stream","Rivermile 6.2",17090012,NA,"",NA,"","45.580720599999999","-122.75956069999999",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0018","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.606000000000002","-122.675",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0019","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.597000000000001","-122.569",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0020","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.594000000000001","-122.58199999999999",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0021","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.584000000000003","-122.502",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0022","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.567999999999998","-122.366",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0023","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.569000000000003","-122.363",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0024","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.622999999999998","-122.018",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0025","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.604999999999997","-122.053",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0026","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.555999999999997","-122.3",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0027","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.575000000000003","-122.16500000000001",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0028","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.545999999999999","-122.315",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0029","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.549999999999997","-122.271",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14312490","LAKE CREEK CANAL NEAR DIAMOND LAKE, OR","Stream: Canal","USFS   for T.Herrett 10/12/2005",17100301,NA,"",NA,"","43.185403700000002","-122.16669899999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","5183.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14317450","NORTH UMPQUA RIVER NEAR IDLEYLD PARK, OR","Stream","",17100301,"886.0","sq mi",NA,"","43.324562999999998","-122.9997836",NA,"Unknown","Unknown","Interpolated from map","NAD83","780.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-452326122454700","TUALATIN RIVER DOWNSTREAM FANNO CK, NR DURHAM, OR","Stream","Tualatin QW  Stewart Rounds  August 2006",17090010,NA,"",NA,"","45.390396500000001","-122.764263",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCGSG07GSW01","GSW-01","River/Stream","Rivermile 5.9",17090012,NA,"",NA,"","45.582853499999999","-122.7632717",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0030","Columbia River","Estuary","EPA frame design statistical weight:5.41;EPA frame design square kilometers:178.0038;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size:",17080001,NA,"",NA,"","45.581000000000003","-122.149",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0031","Columbia River","Estuary","EPA frame design statistical weight:13.85;EPA frame design square kilometers:282.8819;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size",17080006,NA,"",NA,"","46.271000000000001","-124.045",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0032","Columbia River","Estuary","EPA frame design statistical weight:13.85;EPA frame design square kilometers:282.8819;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size",17080006,NA,"",NA,"","46.259","-124.021",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0033","Columbia River","Estuary","EPA frame design statistical weight:13.85;EPA frame design square kilometers:282.8819;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size",17080006,NA,"",NA,"","46.226999999999997","-123.97799999999999",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS","Environmental Monitoring and Assessment Program","EMAP_CS-OR00-0034","Columbia River","Estuary","EPA frame design statistical weight:13.85;EPA frame design square kilometers:282.8819;Statistical area the station represents in square kilometers for the water system:460.8858;NOAA frame design square kilometers:-99;NOAA frame design statistical hex size",17080006,NA,"",NA,"","46.246000000000002","-123.86499999999999",NA,"","","GPS-Unspecified","NAD83","0.0","ft",NA,"","","Unknown","US",41,"N/A",NA,NA,NA,NA,NA,NA,NA,NA
