"STATION","StationUse_RecordID","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","STATIONS_2012","UsabilityComments"
"21793",5715,"Middle Creek at River Mile 23.22","43.256131000000003","-123.87791900000001","23.199999999999999","1240712431628",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,725,"South Coast",NA,0,"23.199999999999999",1240712431628,1,NA,"66.0",0,"Middle Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31803",5716,"Sandy River tributary - ORLC03-R020","45.391300000000001","-121.80468","0.71999999999999997","1218184453945",NA,NA,NA,NA,1,1,NA,"Lower Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2818,"Sandy",NA,0,"0.0",NA,1,NA,"29.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10509",5717,"Deschutes River at Cline Falls State Park","44.268138999999998","-121.253861","143.5","1209151456389",NA,NA,NA,NA,1,1,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2897,"Deschutes",NA,0,"143.5",1209151456389,1,NA,"85.0",0,"Deschutes River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26084",5718,"Long Tom River at Bundy Road","44.385509999999996","-123.24856","0.42999999999999999","1232400443847",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,-666,"Willamette","Updated Lat/Long/Description from LASAR 10-09-2009.",0,"0.0",NA,1,NA,"143.69999999999999",0,"Long Tom River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30329",5719,"West Fork Neal Creek","45.510199999999998","-121.51277","8.0999999999999996","1214995455943",NA,NA,NA,NA,1,1,NA,"Middle Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3612,"Hood",NA,0,"8.0999999999999996",1214995455943,1,NA,"82.0",0,"West Fork Neal Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32421",5720,"South Fork Coos River at River Mile 28","43.366720000000001","-123.86245","23.760000000000002","1240991433776",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,295,"South Coast",NA,0,"0.0",NA,1,NA,NA,0,"South Fork Coos River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28291",5721,"Lost River at Harpold Road Bridge downstream of Big Springs","42.194372999999999","-121.40772800000001","43.579999999999998","1212146420011",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4111,"Klamath","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"38.700000000000003",1212146420011,1,NA,"400.0",0,"Lost River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32939",5722,"Columbia River at River Mile 21, 0.9 nautical miles east of red marker #4","46.207483000000003","-123.684482","19.34","1240483462464",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 3.",0,"0.0",NA,1,"0.11",NA,0,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30383",5723,"Big Boulder Creek","44.716569999999997","-118.70376","3.7999999999999998","1187161446660",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4662,"John Day",NA,0,"3.7999999999999998",1187161446660,1,NA,"106.0",0,"Big Boulder Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31600",5738,"Tillamook Bay east side of Miami Cove","45.559623000000002","-123.897037","1.6399999999999999","1239230455475",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 15.",0,NA,NA,1,"25.5",NA,0,"Miami River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25768",5671,"Floras Lake at wetland","42.890300000000003","-124.49979","2.1499999999999999","1244974429131",0,"1245047428942","Floras Lake","StreamNet",1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,1,0,0,NA,NA,NA,NA,3,"South Coast",NA,0,"0.0",NA,1,NA,"91.0",0,"Boulder Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34828",5673,"North Tenmile Lake Big Creek Arm (Tenmile Lake Basin Project Site N11)","43.592599999999997","-124.1146",NA,NA,0,"1241456435885","North Tenmile Lake","StreamNet",1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,1,0,0,NA,NA,NA,NA,10,"South Coast",NA,0,"0.0",NA,1,NA,"87.599999999999994",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30414",5674,"Bologna Creek","44.844700000000003","-119.59099999999999","4.4000000000000004","1196472448034",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3386,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"4.4000000000000004",1196472448034,1,NA,"290.0",0,"East Bologna Canyon","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29226",5675,"Cow Creek upstream of West Fork Cow Creek and Middle Creek","42.810338999999999","-123.59265600000001","26.699999999999999","1233379429474",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1142,"Umpqua",NA,0,"26.699999999999999",1233379429474,1,NA,"136.0",0,"Cow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"12584",5676,"Sharps Creek at Walker Creek mouth bridge","43.601806000000003","-122.760306","9.3000000000000007","1228381436955",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1414,"Willamette",NA,0,"9.3000000000000007",1228381436955,1,NA,NA,0,"Sharps Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23796",5677,"Columbia River at Marker 59 (river right) (upstream of from Sandy Island)","45.971183000000003","-122.82521699999999","75.400000000000006","1240483462464",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,"North Coast",NA,0,"75.400000000000006",1240483462464,1,NA,"99.599999999999994",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34444",5678,"Powder River downstream of Hwy 7","44.71078","-118.16164000000001","142.59","1170508447455",NA,NA,NA,NA,1,1,"100K","Middle Snake-Powder",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4219,"Powder",NA,0,"0.0",NA,1,NA,"75.0",0,"Powder River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31954",5679,"Smuggler Cove at mouth of Necarney CR","45.758960000000002","-123.96428","41.100000000000001","1240637462558",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,1,1,NA,NA,"OR770138","Short Sand Beach",13,"North Coast","Estuary determined by salinty or conductivity and verified by GIS. Outlet Necarney Creek 1239644457596",0,"0.0",NA,1,"8.6999999999999993",NA,0,"Pacific Ocean","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29747",5680,"Willamette River at Waverly Country Club, City of Portland site","45.45364","-122.66036","17.399999999999999","1227618456580",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,16,"Willamette",NA,0,"17.399999999999999",1227618456580,1,NA,NA,0,"Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13368",5681,"Nehalem River at River Mile 15.0","45.722332999999999","-123.771417","16.699999999999999","1238951456889",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,207,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"16.699999999999999",1238951456889,1,"8.3000000000000007","19000.0",0,"Nehalem River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33926",5683,"Soap Creek at Tampico Road (Luckiamute, Willamette)","44.6905","-123.246","10.07","1231630447305",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,259,"Willamette",NA,0,"0.0",NA,1,NA,NA,0,"Soap Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32404",5891,"Ochoco Creek downstream of Ochoco Dam","44.29909","-120.72815","20.629999999999999","1208956443865",NA,NA,NA,NA,1,1,"100K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3048,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"223.0",0,"Ochoco Main Canal","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"12799",5892,"Oldham Creek at Elkhorn Road Bridge","43.449638999999998","-123.230222","1.3","1232503434466",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,469,"Umpqua",NA,0,"1.3",1232503434466,1,NA,"86.0",0,"Oldham Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"21876",5893,"Cold Springs Creek upstream of Bluegrass Ridge Trail crossing","45.404978","-121.593219","1.1000000000000001","1215703454047",NA,NA,NA,NA,1,1,NA,"Middle Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3806,"Hood",NA,0,"1.1000000000000001",1215703454047,1,NA,"84.0",0,"Cold Spring Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33137",5894,"Squeedunk Slough at Geinger Farm (Kilchis)","45.487893","-123.868635","1.6100000000000001","1238970454941",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"0.0",NA,1,NA,NA,0,"Squeedunk Slough","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"35129",5896,"Bear Creek d/s of Reservoir (Coyote Creek/Long Tom)","43.898980000000002","-123.28813","1.5600000000000001","1232676439132",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,597,"Willamette",NA,0,"0.0",NA,1,NA,"72.0",0,"Bear Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"24481",5897,"John Day River at River Mile 204.4","44.527777999999998","-119.631944","201.19999999999999","1206499457318",NA,NA,NA,NA,1,1,NA,"John Day",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2228,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"201.19999999999999",1206499457318,1,NA,"378.0",0,"John Day River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"12848",5898,"Fawcett Creek at Hwy 101","45.390000000000001","-123.80161099999999","0.10000000000000001","1238038453899",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,89,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.10000000000000001",1238038453899,1,NA,"203.0",0,"Fawcett Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32069",5899,"North Fork Deep Creek at Springwater trail, Boring, between 2nd and 3rd electric tower from trailhead (Deep Creek, Clackamas)","45.425190000000001","-122.38366000000001","2.7799999999999998","1224107453935",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,436,"Willamette",NA,0,"0.0",NA,1,NA,"148.0",0,"North Fork Deep Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31820",5900,"Barview County Park Beach 200 meters north of jetty","45.575769999999999","-123.95549","54.810000000000002","1240637462558",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR775236","Barview County Park Beach",3,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"33.5",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25583",5901,"Clatskanie River 0.1 miles upstream of Wallace Slough","46.13747","-123.22859","0.10000000000000001","1232215461207",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,3,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"0.10000000000000001",1232215461207,1,"7.0000000000000007E-2","145.0",0,"Clatskanie River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30681",5903,"Mill Creek 0.8 miles above Hwy 18 (South Yamhill)","45.06944","-123.43556","1.8","1234447450906",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,240,"Willamette",NA,0,"1.8",1234447450906,1,NA,"127.0",0,"Mill Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29948",5904,"Lick Creek","42.498553999999999","-122.60326000000001","5.9000000000000004","1226975424638",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2881,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"5.9000000000000004",1226975424638,1,NA,"261.0",0,"Lick Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30680",5684,"Deer Creek below Dupee Creek (South Yamhill)","45.123609999999999","-123.36888999999999","8.9000000000000004","1232578451336",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,197,"Willamette",NA,0,"8.9000000000000004",1232578451336,1,NA,"139.30000000000001",0,"Deer Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"21815",6019,"Drainage ditch 200 feet upstream of Ritchie Road (Gales Creek tributary)","45.518794","-123.128719","3.7000000000000002","1231025454915",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,187,"Willamette",NA,0,"3.7000000000000002",1231025454915,1,NA,"158.0",0,"Gales Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32152",5725,"Panther Creek near mouth","43.304200000000002","-122.678","5.0000000000000003E-2","1226771433046",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1306,"Umpqua","Site is on 1,200 ft reach b/w Panther/Limpy confluence and N Umpqua R; this reach is Limpy Cr, not Panther.",0,"0.0",NA,1,NA,"110.0",0,"Limpy Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"11580",5726,"Spring Creek downstream of pastures (Eggleson Rd.)","45.394832999999998","-117.285444","2.6000000000000001","1173098454242",NA,NA,NA,NA,1,1,NA,"Lower Snake",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3862,"Grande Ronde","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"2.6000000000000001",1173098454242,1,NA,"348.0",0,"Spring Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"22311",5728,"Skipanon River 1500 feet downstream of Pacific Surimi","46.176110999999999","-123.909722","1.1000000000000001","1239022461912",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"1.1000000000000001",1239022461912,1,"5.0999999999999996","9090.0",0,"Skipanon Waterway","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23831",5730,"Johnson Creek at River Mile 0.88 (Coquille, South Fork)","42.755476999999999","-124.07785","0.69999999999999996","1240685427618",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,883,"South Coast",NA,0,"0.69999999999999996",1240685427618,1,NA,"99.0",0,"Johnson Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10996",5731,"Calapooya Creek at Umpqua","43.366360999999998","-123.45952800000001","0.5","1234686433656",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,341,"Umpqua","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.5",1234686433656,1,NA,"738.0",0,"Calapooya Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13652",5732,"Del Ray Beach at approach","46.048611000000001","-123.931111","16.260000000000002","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"32.399999999999999",1240013462111,1,"32.100000000000001",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25700",5733,"North Umpqua River below Soda Springs Dam","43.303289999999997","-122.49508","68.900000000000006","1234460432681",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1814,"Umpqua",NA,0,"68.900000000000006",1234460432681,1,NA,"66.0",0,"North Umpqua River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33223",5736,"A-Irrigation drain","44.039499999999997","-116.9952","0.56999999999999995","1169932440464",NA,NA,NA,NA,1,1,"100K","Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2149,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"1050.0",0,"Dork Canal","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32536",5734,"Prineville Reservoir at State Park beach","44.12809","-120.72351999999999","75.810000000000002","1212676445778",0,"1207086441302","Prineville Reservoir","StreamNet",1,1,"100K","Deschutes",0,1,0,0,0,1,0,0,NA,NA,NA,NA,3235,"Deschutes",NA,0,"0.0",NA,1,NA,NA,0,"Crooked River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13403",5735,"Coquille Bay at Old Moore Mill Site","43.123610999999997","-124.40861099999999","0.90000000000000002","1244273431235",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,3,"South Coast","Estuary Source 5.",0,"0.90000000000000002",1244273431235,1,"33.5","51200.0",0,"Coquille River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"12616",5737,"Powder River 40 feet upstream of South Baker City STP outfall","44.816718999999999","-117.828278","111.5","1170508447455",NA,NA,NA,NA,1,1,NA,"Middle Snake-Powder",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3383,"Powder",NA,1,"111.5",1170508447455,1,NA,"111.0",0,"Powder River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28494",5740,"Deer Cr., So. Fk., at mouth (So. Umpqua, Umpqua)","43.201920000000001","-123.24182999999999","6.6900000000000004","1232420432017",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,-666,"Umpqua","Updated Lat/Long/Description from LASAR 10-09-2009. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"241.0",0,"North Fork Deer Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33523",5741,"Abernathy Creek","45.362591999999999","-122.592613","0.75","1226038453652",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,30,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"275.0",0,"Abernethy Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"20737",5742,"Tillamook Bay OR2078","45.480556","-123.90055599999999","6.0999999999999996","1239378455599",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"6.0999999999999996",1239378455599,1,NA,NA,0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34041",5743,"Panther Creek downstream of Westside Road bridge (North Yamhill)","45.253799999999998","-123.2013","2.0499999999999998","1231806452443",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,108,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"208.69999999999999",0,"Panther Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10827",5744,"Willamette River at Willamette Park","45.473193999999999","-122.665778","16.0","1227618456580",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"Willamette",NA,0,"16.0",1227618456580,1,NA,"89.0",0,"Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34090",5745,"Zig Zag River above mouth of Little Zig Zag River","45.314839999999997","-121.81247","8.3200000000000003","1219454453487",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2841,"Sandy","Streamnet 100K has Zigzag River and Little Zigzag Canyon overlapping in this location.",0,"0.0",NA,1,NA,NA,0,"Zigzag River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31485",5746,"Cast Creek","45.37621","-121.85001","0.83999999999999997","1218664453787",NA,NA,NA,NA,1,1,NA,"Lower Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2287,"Sandy",NA,0,NA,NA,1,NA,"39.0",0,"Cast Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"18750",5747,"Eliot Branch Middle Fork Hood River, downstream of Mfid Diversion","45.455444","-121.638778","0.80000000000000004","1216377454532",NA,NA,NA,NA,1,1,"24K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2989,"Hood",NA,0,"0.20000000000000001",1216377454531,1,NA,NA,0,"Elliot Branch","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28829",5748,"Tributary to Lenz Creek from south downstream of Lingren Road","45.628030000000003","-121.53397","1.8200000000000001","1215146456436",NA,NA,NA,NA,1,1,"DEQ","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,715,"Hood",NA,0,"1.5",1215146456436,1,NA,"165.0",0,"Lenz Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29327",5749,"Alsea River Recreation Area Beach-east","44.434699999999999","-124.06180000000001","1.2","1240782444222",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,1,"Marine",1,"OR515788","Alsea River Recreation Area Beach",0,"Mid Coast","Estuary Source 1.",0,"1.2",1240782444222,1,"32.399999999999999",NA,0,"Alsea River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10443",5750,"South Umpqua at Hwy 42 (Winston)","43.133889000000003","-123.397944","20.800000000000001","1234460432680",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,489,"Umpqua","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"20.800000000000001",1234460432680,1,NA,"715.0",0,"South Umpqua River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26622",5751,"Lost Creek at Rogers Road culvert (Willamette, Middle Fork Willamette)","43.911667000000001","-122.82388899999999","3.2999999999999998","1228482439494",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,659,"Willamette",NA,0,"3.2999999999999998",1228482439494,1,NA,"76.0",0,"Lost Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33188",5752,"Willow Creek at Hwy 26 Indian Gulch Bridge","44.377299999999998","-117.7633","45.729999999999997","1172554440234",NA,NA,NA,NA,1,1,"100K","Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3537,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"950.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"24480",5425,"Middle Fork John Day River at mouth","44.914999999999999","-119.300833","0.10000000000000001","1193015449167",NA,NA,NA,NA,1,1,NA,"John Day",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2215,"John Day",NA,0,"0.10000000000000001",1193015449167,1,NA,"175.0",0,"Middle Fork John Day River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25167",5426,"Little Deschutes River at Crosswater Bridge","43.851081000000001","-121.44153300000001","0.59999999999999998","1214536438546",NA,NA,NA,NA,1,1,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4160,"Deschutes",NA,0,"0.59999999999999998",1214536438546,1,NA,"71.0",0,"Little Deschutes River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29227",5754,"Cow Creek at Brandt Bridge (below Dads Creek; near road RR crossing)","42.771574999999999","-123.54993899999999","31.300000000000001","1233379429474",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1211,"Umpqua",NA,0,"31.300000000000001",1233379429474,1,NA,"137.0",0,"Cow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
